Tick,Quality,type,Task
555.3,10.968488927272098,Order350-5,Task 14771
558.3,1.9522526096901598,Order350-6,Task 14772
558.3,17.47852140914537,Order350-3,Task 14769
559.3,5.836374771527721,Order350-2,Task 14768
560.3,-2.9142142763810917,Order350-8,Task 14774
561.3,13.367095552290767,Order350-1,Task 14767
561.3,12.5635782337424,Order352-6,Task 14781
562.3,29.254715082870664,Order350-7,Task 14773
563.3,4.6175701972913314,Order352-3,Task 14778
565.3,13.50509777872098,Order352-2,Task 14777
568.3,24.38965252393955,Order352-4,Task 14779
569.3,3.711744886664907,Order352-1,Task 14776
570.3,5.622175189567358,Order352-5,Task 14780
574.3,10.933042295215898,Order352-7,Task 14782
576.3,5.609183701930675,Order352-8,Task 14783
577.3,9.346837033320842,Order346-1,Task 14785
578.3,6.131384996556182,Order352-9,Task 14784
578.3,17.08261565113849,Order346-2,Task 14786
581.3,4.735376744891605,Order346-9,Task 14793
581.3,8.962577324159533,Order346-5,Task 14789
582.3,10.918108544340864,Order346-6,Task 14790
582.3,1.1472749700174827,Order346-10,Task 14794
586.3,2.184008339415266,Order346-7,Task 14791
586.3,14.664779035750199,Order346-8,Task 14792
587.3,0.9755792127299268,Order346-4,Task 14788
587.3,7.2624687945324045,Order349-7,Task 14801
591.3,9.18447417882531,Order349-10,Task 14804
593.3,25.32346254685281,Order346-3,Task 14787
594.3,9.801635622624504,Order349-6,Task 14800
600.3,19.89309559655975,Order349-1,Task 14795
601.3,14.099098868526216,Order349-5,Task 14799
601.3,2.665101126345471,Order349-8,Task 14802
604.3,6.759993949414426,Order349-4,Task 14798
604.3,2.0056338589413505,Order349-9,Task 14803
605.3,7.798349446486445,Order349-10,Task 14814
607.3,26.733688113140605,Order349-3,Task 14807
607.3,21.778390697256597,Order349-3,Task 14797
608.3,10.886302942586402,Order349-2,Task 14796
611.3,4.9595363774521815,Order349-7,Task 14811
612.3,6.365894039765756,Order349-2,Task 14806
615.3,1.6032693295751468,Order349-8,Task 14812
618.3,3.623026839930003,Order349-4,Task 14808
619.3,14.99314559276699,Order349-5,Task 14809
623.3,6.0830299798021965,Order347-2,Task 14816
623.3,5.278486315220755,Order349-9,Task 14813
625.3,5.92651978884146,Order347-10,Task 14824
627.3,8.4879184055705,Order349-6,Task 14810
628.3,21.512836282339197,Order354-7,Task 14831
629.3,6.557551923075229,Order347-6,Task 14820
630.3,8.480243647585707,Order347-5,Task 14819
630.3,16.90101664604253,Order349-1,Task 14805
636.3,4.913153561226501,Order347-1,Task 14815
637.3,8.84672448574507,Order347-9,Task 14823
637.3,9.371131391179214,Order354-6,Task 14830
638.3,2.4192714918362874,Order347-4,Task 14818
643.3,8.352706216439246,Order347-7,Task 14821
645.3,20.798176313316567,Order354-2,Task 14826
647.3,8.475199455458469,Order347-8,Task 14822
648.3,10.66952955424333,Order347-3,Task 14817
650.3,5.220194519261346,Order354-5,Task 14829
658.3,11.285425206589917,Order354-3,Task 14827
658.3,4.263181978053728,Order354-8,Task 14832
659.3,5.693355969318682,Order354-10,Task 14834
661.3,8.63384846454494,Order354-1,Task 14825
662.3,5.416708737359681,Order349-2,Task 14836
663.3,9.740301065245893,Order354-9,Task 14833
667.3,7.499611171587908,Order354-4,Task 14828
667.3,9.498106828773135,Order349-9,Task 14843
670.3,7.55084342077013,Order349-1,Task 14835
670.3,8.463887527160088,Order349-4,Task 14838
671.3,7.225962883403229,Order349-6,Task 14840
672.3,6.090648493616687,Order347-4,Task 14848
676.3,7.737660438192569,Order349-7,Task 14841
677.3,13.271062622875958,Order347-5,Task 14849
677.3,21.710834330024692,Order349-3,Task 14837
678.3,7.134839961451286,Order349-5,Task 14839
681.3,4.424905182921364,Order349-8,Task 14842
683.3,6.321595270394973,Order347-3,Task 14847
685.3,5.209323566286865,Order349-10,Task 14844
689.3,3.1752490513870626,Order347-1,Task 14845
692.3,8.782166791661858,Order347-7,Task 14851
693.3,10.78170206811921,Order347-10,Task 14854
694.3,1.159925207874767,Order347-6,Task 14850
698.3,2.76718523273748,Order347-2,Task 14846
704.3,8.886930166715677,Order347-8,Task 14852
709.3,9.97409578762446,Order353-10,Task 14864
710.3,7.4650564140305935,Order353-8,Task 14862
713.3,10.5207830346167,Order347-9,Task 14853
713.3,6.190156380698015,Order353-7,Task 14861
719.3,8.485257197105424,Order353-3,Task 14857
719.3,24.63205117026169,Order346-3,Task 14867
719.3,10.330263743404501,Order353-2,Task 14856
720.3,6.456320518042636,Order353-6,Task 14860
721.3,2.4325059133837885,Order353-4,Task 14858
725.3,4.752833133867465,Order346-10,Task 14874
725.3,8.229539936269543,Order353-9,Task 14863
730.3,3.436598992136616,Order353-5,Task 14859
733.3,7.619972596693081,Order346-8,Task 14872
734.3,2.0088125938950085,Order346-5,Task 14869
735.3,1.5955521533721213,Order346-7,Task 14871
736.3,2.265252977260968,Order346-4,Task 14868
738.3,6.655221085531888,Order351-4,Task 14878
741.3,2.615750057097905,Order346-6,Task 14870
742.3,1.1826218885450492,Order351-8,Task 14882
743.3,27.396083569670527,Order351-10,Task 14884
743.3,11.536385406764609,Order351-1,Task 14875
743.3,1.8442019561518042,Order346-9,Task 14873
744.3,5.713950404613556,Order346-1,Task 14865
750.3,6.509110161823566,Order346-2,Task 14866
750.3,11.778762635789526,Order351-6,Task 14880
751.3,1.311461018492683,Order351-5,Task 14879
752.3,3.4636514706160053,Order351-3,Task 14877
753.3,0.44081282623130313,Order351-2,Task 14876
755.3,2.7040461166804683,Order352-8,Task 14892
758.3,5.459346761881296,Order351-9,Task 14883
759.3,7.903237911726382,Order351-7,Task 14881
762.3,10.589591094114233,Order352-5,Task 14889
763.3,26.62185619283391,Order352-4,Task 14888
763.3,24.138906519703013,Order345-10,Task 14903
764.3,-0.6937460716292487,Order352-6,Task 14890
768.3,8.059156985463211,Order352-1,Task 14885
769.3,6.839006185556944,Order352-9,Task 14893
771.3,9.777233477604467,Order352-7,Task 14891
773.3,2.883599253783216,Order345-1,Task 14894
776.3,7.047660369360875,Order352-3,Task 14887
778.3,10.648532127222012,Order352-2,Task 14886
780.3,2.3826758840592195,Order345-3,Task 14896
782.3,2.73177310462964,Order345-4,Task 14897
783.3,8.796315777757622,Order349-7,Task 14910
783.3,16.459965503371834,Order345-7,Task 14900
784.3,4.502627618005244,Order345-8,Task 14901
784.3,3.0936920913218007,Order345-2,Task 14895
785.3,8.489487453803346,Order345-6,Task 14899
789.3,1.6758017363290598,Order349-10,Task 14913
789.3,14.86645664814785,Order349-3,Task 14906
790.3,13.44058331438186,Order349-1,Task 14904
791.3,4.115519678846945,Order353-2,Task 14915
792.3,3.105444082193804,Order349-2,Task 14905
793.3,6.144247231278366,Order345-5,Task 14898
794.3,15.356838227081077,Order345-9,Task 14902
798.3,3.0381404737822675,Order349-4,Task 14907
799.3,6.944892153957936,Order349-6,Task 14909
799.3,8.068783566601594,Order349-8,Task 14911
799.3,7.924195826386893,Order353-3,Task 14916
800.3,2.503709339756951,Order349-5,Task 14908
802.3,20.052460529500447,Order349-9,Task 14912
803.3,7.110647013374884,Order353-7,Task 14920
804.3,9.768140776506144,Order353-1,Task 14914
804.3,9.86303120147219,Order353-9,Task 14922
805.3,15.3994819471515,Order353-10,Task 14923
806.3,9.298421004346745,Order353-8,Task 14921
811.3,3.6642314781974843,Order353-6,Task 14919
814.3,1.5888641504325283,Order353-4,Task 14917
816.3,9.222949291219317,Order352-3,Task 14926
819.3,1.5475168629874736,Order352-8,Task 14931
823.3,5.222566959507104,Order353-5,Task 14918
827.3,8.950034009938985,Order352-9,Task 14932
827.3,1.9703415325560414,Order352-5,Task 14928
829.3,11.332564528200104,Order352-7,Task 14930
830.3,4.316068164130967,Order352-6,Task 14929
831.3,24.5214644658114,Order348-8,Task 14940
832.3,20.726922550570034,Order352-4,Task 14927
833.3,1.2335900642531925,Order348-5,Task 14937
836.3,12.009508149161665,Order352-2,Task 14925
836.3,6.128516618999689,Order348-6,Task 14938
837.3,4.940613161788876,Order352-1,Task 14924
838.3,7.633123145136412,Order348-4,Task 14936
842.3,10.23633265682034,Order348-9,Task 14941
842.3,8.34313882971784,Order348-3,Task 14935
845.3,8.809329992560649,Order348-7,Task 14939
846.3,12.909133231018336,Order348-1,Task 14933
847.3,2.5110419247007982,Order354-10,Task 14952
848.3,11.959347654078796,Order348-2,Task 14934
851.3,7.103219126056442,Order348-10,Task 14942
852.0,3.846193416200248,Order345-10,Task 15252
855.3,11.946719517003064,Order354-1,Task 14943
859.3,9.966928715179577,Order354-6,Task 14948
859.3,10.943721226529355,Order354-3,Task 14945
862.3,3.2732852757137447,Order354-8,Task 14950
863.3,4.5901062421905925,Order354-2,Task 14944
865.3,8.545637046111338,Order354-5,Task 14947
867.3,3.389553199266243,Order354-4,Task 14946
870.3,1.7340780519851655,Order354-7,Task 14949
872.3,2.6978071210143266,Order354-9,Task 14951
875.3,6.236773341981721,Order350-6,Task 14958
877.3,4.210405028400933,Order350-2,Task 14954
877.3,10.319152906545652,Order350-4,Task 14956
879.3,1.4305517558369942,Order350-8,Task 14960
879.3,1.1374440757109565,Order350-9,Task 14961
880.3,6.827631367978649,Order350-1,Task 14953
881.3,0.730412623283591,Order350-3,Task 14955
884.3,2.6871937184179986,Order346-5,Task 14975
884.3,13.17110808915556,Order350-7,Task 14959
886.3,6.727115357854405,Order350-5,Task 14957
887.3,9.572351270866738,Order352-7,Task 14968
887.3,5.038489128120051,Order352-3,Task 14964
888.3,4.35684325538269,Order352-6,Task 14967
889.3,2.002434267875599,Order352-8,Task 14969
891.3,21.61493864751379,Order352-4,Task 14965
892.3,5.227032574740178,Order346-1,Task 14971
894.3,4.8555419218967755,Order352-2,Task 14963
896.3,6.998466863062894,Order352-5,Task 14966
896.3,4.608615526018528,Order346-4,Task 14974
897.3,8.405631678918407,Order352-9,Task 14970
898.3,4.332250731329515,Order346-9,Task 14979
899.3,4.63969113492498,Order346-2,Task 14972
901.3,15.267148603353451,Order346-7,Task 14977
901.3,10.201927935325022,Order352-1,Task 14962
903.3,4.564027409095435,Order346-8,Task 14978
909.3,2.2544920914002717,Order346-6,Task 14976
914.3,22.510443113560925,Order346-3,Task 14973
916.3,3.379086455352281,Order350-9,Task 14989
919.3,22.748104828754133,Order346-10,Task 14980
921.3,5.14101896319131,Order350-8,Task 14988
922.3,5.568100637730253,Order350-1,Task 14981
922.3,3.7877106250916412,Order350-2,Task 14982
923.3,19.380666695523203,Order350-7,Task 14987
927.3,5.304482679510018,Order350-5,Task 14985
928.3,12.665737400332016,Order350-4,Task 14984
928.3,5.428698713592279,Order350-3,Task 14983
931.3,7.363748199548131,Order350-6,Task 14986
934.3,21.59658263231818,Order349-7,Task 14996
935.3,6.6859756873097655,Order349-10,Task 14999
935.3,5.703434220937734,Order349-6,Task 14995
937.3,15.601448213694745,Order349-3,Task 14992
939.3,4.587060252411577,Order349-2,Task 14991
942.3,9.779900400054288,Order349-1,Task 14990
942.3,18.552930944493728,Order347-5,Task 15014
943.3,3.3659125100689717,Order349-5,Task 14994
946.3,9.60690257951628,Order349-8,Task 14997
946.3,3.5406200838273207,Order349-4,Task 14993
946.3,4.821972821312955,Order346-4,Task 15003
947.3,2.251949509446053,Order346-5,Task 15004
949.3,6.834254776006218,Order349-9,Task 14998
949.3,3.063138426998206,Order346-1,Task 15000
952.3,19.2220333489958,Order346-10,Task 15009
955.3,5.694312929634297,Order346-9,Task 15008
955.3,8.06818242732448,Order346-7,Task 15006
960.3,4.329144933971843,Order346-2,Task 15001
963.3,14.165963235086778,Order346-3,Task 15002
967.3,20.435212137478796,Order346-8,Task 15007
970.3,7.399436021408883,Order347-7,Task 15016
972.3,-0.3007057477440367,Order346-6,Task 15005
973.3,5.313143086405163,Order347-4,Task 15013
974.3,4.226389227156776,Order347-10,Task 15019
975.3,4.22559904268341,Order347-6,Task 15015
977.3,3.2261552845825774,Order347-2,Task 15011
977.3,4.11870615416088,Order347-3,Task 15012
978.3,14.41849155036739,Order353-1,Task 15020
980.3,8.993955426030745,Order347-9,Task 15018
980.3,6.415188921353996,Order353-2,Task 15021
985.3,6.219517366807712,Order353-9,Task 15028
986.3,9.64062141442263,Order347-1,Task 15010
987.3,12.173437322216635,Order353-3,Task 15022
988.3,11.03170399891216,Order347-8,Task 15017
992.3,7.838921933657331,Order353-8,Task 15027
995.3,6.327203234649156,Order353-6,Task 15025
1000.3,16.77936135677801,Order353-10,Task 15029
1003.3,1.5713574576423615,Order353-4,Task 15023
1004.3,4.418972556730747,Order353-5,Task 15024
1007.3,4.082034873680959,Order353-7,Task 15026
1009.3,9.780974039416902,Order348-9,Task 15038
1012.3,21.908031958426676,Order345-10,Task 15059
1013.3,3.6237545472272608,Order348-3,Task 15032
1014.3,5.6844142045447965,Order348-4,Task 15033
1015.3,0.9544820610641209,Order348-5,Task 15034
1015.3,22.794046183139663,Order348-8,Task 15037
1016.3,10.612651774793832,Order348-6,Task 15035
1020.3,4.1247923761161305,Order348-10,Task 15039
1021.3,10.333829093883885,Order348-1,Task 15030
1022.3,6.057435494429372,Order348-7,Task 15036
1022.3,3.869757812537749,Order345-4,Task 15053
1023.3,5.43706803831612,Order347-7,Task 15046
1023.3,13.931747991018886,Order347-1,Task 15040
1025.3,4.613953367934333,Order347-6,Task 15045
