"tick","Resource","Service"
1.0,2,0
2.0,3,0
3.0,6,0
4.0,7,0
5.0,7,0
6.0,7,0
7.0,7,0
8.0,10,0
9.0,10,0
10.0,10,0
11.0,11,0
12.0,11,0
13.0,12,0
14.0,15,0
15.0,16,0
16.0,18,0
17.0,20,0
18.0,23,0
19.0,24,0
20.0,25,0
21.0,26,0
22.0,28,0
23.0,31,0
24.0,31,0
25.0,31,0
26.0,32,0
27.0,34,0
28.0,37,0
29.0,38,0
30.0,38,0
31.0,38,0
32.0,40,0
33.0,43,0
34.0,46,0
35.0,47,0
36.0,48,0
37.0,51,0
38.0,52,0
39.0,55,0
40.0,55,0
41.0,55,0
42.0,56,0
43.0,56,0
44.0,57,0
45.0,58,0
46.0,61,0
47.0,61,0
48.0,63,0
49.0,63,0
50.0,64,0
51.0,65,0
52.0,67,0
53.0,70,0
54.0,70,0
55.0,71,0
56.0,72,0
57.0,72,0
58.0,73,0
59.0,74,0
60.0,74,0
61.0,74,0
62.0,76,0
63.0,78,0
64.0,79,0
65.0,79,0
66.0,79,0
67.0,79,0
68.0,79,0
69.0,79,0
70.0,83,0
71.0,83,0
72.0,86,0
73.0,89,0
74.0,89,0
75.0,93,0
76.0,95,0
77.0,96,0
78.0,99,0
79.0,101,0
80.0,102,0
81.0,106,0
82.0,106,0
83.0,107,0
84.0,107,0
85.0,107,0
86.0,108,0
87.0,108,0
88.0,109,0
89.0,109,0
90.0,109,0
91.0,110,0
92.0,110,0
93.0,110,0
94.0,111,0
95.0,111,0
96.0,111,0
97.0,112,0
98.0,112,0
99.0,112,0
100.0,112,0
101.0,113,0
102.0,114,0
103.0,114,0
104.0,114,0
105.0,114,0
106.0,114,0
107.0,114,0
108.0,114,0
109.0,114,0
110.0,114,0
111.0,114,0
112.0,115,0
113.0,115,0
114.0,115,0
115.0,115,0
116.0,115,0
117.0,115,0
118.0,115,0
119.0,115,0
120.0,115,0
121.0,115,0
122.0,115,0
123.0,117,0
124.0,118,0
125.0,120,0
126.0,121,0
127.0,121,0
128.0,121,0
129.0,121,0
130.0,121,0
131.0,121,0
132.0,121,0
133.0,124,0
134.0,125,0
135.0,125,0
136.0,125,0
137.0,125,0
138.0,125,0
139.0,125,0
140.0,125,0
141.0,125,0
142.0,125,0
143.0,125,0
144.0,126,0
145.0,126,0
146.0,126,0
147.0,126,0
148.0,128,0
149.0,128,0
150.0,128,0
