"Task","tick"
163,298.0
173,299.0
173,300.0
172,301.0
172,302.0
170,303.0
170,304.0
170,305.0
180,306.0
180,307.0
179,308.0
178,309.0
178,310.0
178,311.0
187,312.0
186,313.0
185,314.0
185,315.0
184,316.0
183,317.0
183,318.0
183,319.0
183,320.0
193,321.0
203,322.0
203,323.0
203,324.0
202,325.0
202,326.0
202,327.0
202,328.0
202,329.0
201,330.0
200,331.0
200,332.0
200,333.0
200,334.0
200,335.0
200,336.0
210,337.0
210,338.0
210,339.0
209,340.0
208,341.0
216,342.0
216,343.0
216,344.0
216,345.0
236,346.0
235,347.0
234,348.0
233,349.0
233,350.0
231,351.0
230,352.0
229,353.0
226,354.0
226,355.0
226,356.0
225,357.0
234,358.0
233,359.0
233,360.0
233,361.0
233,362.0
243,363.0
252,364.0
252,365.0
252,366.0
252,367.0
261,368.0
261,369.0
261,370.0
261,371.0
260,372.0
260,373.0
260,374.0
260,375.0
260,376.0
259,377.0
258,378.0
257,379.0
257,380.0
257,381.0
257,382.0
257,383.0
256,384.0
255,385.0
254,386.0
253,387.0
253,388.0
253,389.0
253,390.0
252,391.0
251,392.0
251,393.0
250,394.0
250,395.0
248,396.0
248,397.0
246,398.0
246,399.0
255,400.0
255,401.0
263,402.0
262,403.0
261,404.0
260,405.0
259,406.0
255,407.0
253,408.0
253,409.0
253,410.0
252,411.0
252,412.0
250,413.0
250,414.0
248,415.0
248,416.0
248,417.0
248,418.0
247,419.0
246,420.0
245,421.0
244,422.0
244,423.0
244,424.0
243,425.0
243,426.0
242,427.0
241,428.0
241,429.0
241,430.0
240,431.0
240,432.0
238,433.0
237,434.0
235,435.0
235,436.0
234,437.0
234,438.0
233,439.0
233,440.0
232,441.0
242,442.0
252,443.0
249,444.0
248,445.0
248,446.0
248,447.0
246,448.0
246,449.0
246,450.0
246,451.0
245,452.0
245,453.0
245,454.0
245,455.0
244,456.0
242,457.0
241,458.0
241,459.0
241,460.0
240,461.0
239,462.0
239,463.0
239,464.0
239,465.0
239,466.0
246,467.0
255,468.0
253,469.0
253,470.0
251,471.0
250,472.0
250,473.0
250,474.0
249,475.0
247,476.0
246,477.0
246,478.0
244,479.0
244,480.0
243,481.0
243,482.0
242,483.0
242,484.0
242,485.0
241,486.0
251,487.0
250,488.0
250,489.0
249,490.0
247,491.0
247,492.0
256,493.0
255,494.0
254,495.0
254,496.0
254,497.0
252,498.0
262,499.0
261,500.0
261,501.0
261,502.0
261,503.0
260,504.0
260,505.0
256,506.0
255,507.0
253,508.0
253,509.0
261,510.0
261,511.0
261,512.0
260,513.0
259,514.0
258,515.0
265,516.0
265,517.0
265,518.0
265,519.0
263,520.0
263,521.0
273,522.0
272,523.0
270,524.0
270,525.0
270,526.0
270,527.0
269,528.0
268,529.0
268,530.0
267,531.0
276,532.0
276,533.0
276,534.0
276,535.0
276,536.0
275,537.0
272,538.0
272,539.0
271,540.0
271,541.0
271,542.0
271,543.0
271,544.0
271,545.0
270,546.0
269,547.0
278,548.0
278,549.0
276,550.0
276,551.0
275,552.0
274,553.0
272,554.0
272,555.0
272,556.0
271,557.0
271,558.0
269,559.0
269,560.0
279,561.0
289,562.0
288,563.0
287,564.0
287,565.0
287,566.0
287,567.0
287,568.0
296,569.0
295,570.0
305,571.0
304,572.0
303,573.0
303,574.0
301,575.0
301,576.0
301,577.0
300,578.0
309,579.0
309,580.0
309,581.0
309,582.0
309,583.0
307,584.0
307,585.0
306,586.0
314,587.0
313,588.0
313,589.0
313,590.0
313,591.0
313,592.0
312,593.0
312,594.0
312,595.0
312,596.0
312,597.0
311,598.0
310,599.0
310,600.0
310,601.0
320,602.0
319,603.0
319,604.0
318,605.0
318,606.0
318,607.0
318,608.0
318,609.0
317,610.0
317,611.0
316,612.0
316,613.0
316,614.0
316,615.0
316,616.0
316,617.0
315,618.0
315,619.0
323,620.0
322,621.0
322,622.0
321,623.0
321,624.0
321,625.0
321,626.0
331,627.0
330,628.0
330,629.0
328,630.0
327,631.0
326,632.0
325,633.0
325,634.0
324,635.0
322,636.0
322,637.0
322,638.0
322,639.0
322,640.0
322,641.0
321,642.0
321,643.0
320,644.0
320,645.0
320,646.0
320,647.0
319,648.0
329,649.0
337,650.0
347,651.0
347,652.0
347,653.0
347,654.0
347,655.0
347,656.0
346,657.0
346,658.0
356,659.0
356,660.0
356,661.0
356,662.0
355,663.0
354,664.0
354,665.0
353,666.0
353,667.0
353,668.0
353,669.0
352,670.0
352,671.0
360,672.0
360,673.0
360,674.0
358,675.0
366,676.0
376,677.0
375,678.0
374,679.0
374,680.0
374,681.0
372,682.0
371,683.0
370,684.0
380,685.0
379,686.0
378,687.0
378,688.0
377,689.0
376,690.0
375,691.0
385,692.0
385,693.0
385,694.0
385,695.0
385,696.0
385,697.0
385,698.0
394,699.0
392,700.0
392,701.0
392,702.0
392,703.0
392,704.0
392,705.0
391,706.0
391,707.0
390,708.0
390,709.0
388,710.0
386,711.0
386,712.0
385,713.0
385,714.0
383,715.0
383,716.0
383,717.0
381,718.0
381,719.0
380,720.0
380,721.0
379,722.0
379,723.0
379,724.0
379,725.0
379,726.0
379,727.0
377,728.0
377,729.0
377,730.0
376,731.0
376,732.0
376,733.0
375,734.0
375,735.0
373,736.0
373,737.0
373,738.0
373,739.0
373,740.0
372,741.0
371,742.0
370,743.0
370,744.0
370,745.0
370,746.0
370,747.0
370,748.0
370,749.0
368,750.0
368,751.0
368,752.0
377,753.0
377,754.0
377,755.0
376,756.0
376,757.0
376,758.0
376,759.0
374,760.0
374,761.0
373,762.0
373,763.0
373,764.0
372,765.0
371,766.0
381,767.0
381,768.0
390,769.0
389,770.0
389,771.0
387,772.0
386,773.0
385,774.0
384,775.0
384,776.0
384,777.0
383,778.0
383,779.0
383,780.0
383,781.0
383,782.0
383,783.0
383,784.0
382,785.0
382,786.0
401,787.0
401,788.0
411,789.0
421,790.0
421,791.0
421,792.0
431,793.0
429,794.0
428,795.0
427,796.0
424,797.0
422,798.0
421,799.0
420,800.0
419,801.0
417,802.0
417,803.0
416,804.0
415,805.0
413,806.0
413,807.0
412,808.0
412,809.0
412,810.0
410,811.0
409,812.0
409,813.0
409,814.0
409,815.0
409,816.0
409,817.0
409,818.0
408,819.0
407,820.0
407,821.0
407,822.0
407,823.0
407,824.0
406,825.0
406,826.0
406,827.0
406,828.0
406,829.0
405,830.0
405,831.0
405,832.0
405,833.0
405,834.0
405,835.0
405,836.0
405,837.0
404,838.0
404,839.0
404,840.0
403,841.0
403,842.0
402,843.0
411,844.0
411,845.0
411,846.0
410,847.0
410,848.0
410,849.0
410,850.0
409,851.0
409,852.0
409,853.0
409,854.0
409,855.0
408,856.0
408,857.0
408,858.0
408,859.0
408,860.0
408,861.0
407,862.0
407,863.0
407,864.0
415,865.0
414,866.0
414,867.0
413,868.0
413,869.0
412,870.0
412,871.0
412,872.0
411,873.0
411,874.0
411,875.0
421,876.0
420,877.0
420,878.0
420,879.0
420,880.0
419,881.0
419,882.0
419,883.0
419,884.0
417,885.0
416,886.0
415,887.0
414,888.0
414,889.0
414,890.0
414,891.0
413,892.0
413,893.0
413,894.0
413,895.0
413,896.0
412,897.0
411,898.0
421,899.0
421,900.0
421,901.0
419,902.0
419,903.0
418,904.0
427,905.0
427,906.0
427,907.0
426,908.0
435,909.0
435,910.0
435,911.0
435,912.0
435,913.0
435,914.0
434,915.0
434,916.0
433,917.0
433,918.0
432,919.0
432,920.0
432,921.0
432,922.0
432,923.0
431,924.0
431,925.0
440,926.0
439,927.0
439,928.0
438,929.0
438,930.0
437,931.0
437,932.0
437,933.0
436,934.0
435,935.0
435,936.0
445,937.0
452,938.0
452,939.0
452,940.0
451,941.0
449,942.0
448,943.0
448,944.0
447,945.0
445,946.0
443,947.0
442,948.0
441,949.0
440,950.0
440,951.0
440,952.0
439,953.0
438,954.0
438,955.0
447,956.0
447,957.0
447,958.0
446,959.0
446,960.0
446,961.0
446,962.0
445,963.0
455,964.0
455,965.0
464,966.0
464,967.0
464,968.0
483,969.0
483,970.0
482,971.0
482,972.0
482,973.0
481,974.0
480,975.0
479,976.0
478,977.0
477,978.0
477,979.0
477,980.0
476,981.0
476,982.0
476,983.0
476,984.0
476,985.0
476,986.0
476,987.0
476,988.0
476,989.0
475,990.0
475,991.0
474,992.0
474,993.0
474,994.0
474,995.0
474,996.0
473,997.0
473,998.0
473,999.0
473,1000.0
473,1001.0
472,1002.0
471,1003.0
471,1004.0
470,1005.0
470,1006.0
470,1007.0
470,1008.0
469,1009.0
479,1010.0
479,1011.0
479,1012.0
479,1013.0
479,1014.0
479,1015.0
488,1016.0
488,1017.0
488,1018.0
496,1019.0
495,1020.0
495,1021.0
495,1022.0
505,1023.0
505,1024.0
504,1025.0
514,1026.0
513,1027.0
512,1028.0
512,1029.0
511,1030.0
510,1031.0
509,1032.0
508,1033.0
507,1034.0
507,1035.0
507,1036.0
506,1037.0
506,1038.0
506,1039.0
505,1040.0
504,1041.0
504,1042.0
513,1043.0
513,1044.0
513,1045.0
523,1046.0
520,1047.0
520,1048.0
520,1049.0
519,1050.0
518,1051.0
518,1052.0
516,1053.0
516,1054.0
516,1055.0
525,1056.0
523,1057.0
523,1058.0
533,1059.0
533,1060.0
531,1061.0
529,1062.0
529,1063.0
528,1064.0
528,1065.0
526,1066.0
525,1067.0
524,1068.0
523,1069.0
522,1070.0
519,1071.0
518,1072.0
518,1073.0
516,1074.0
515,1075.0
525,1076.0
534,1077.0
533,1078.0
532,1079.0
531,1080.0
538,1081.0
536,1082.0
535,1083.0
534,1084.0
532,1085.0
530,1086.0
529,1087.0
528,1088.0
526,1089.0
525,1090.0
525,1091.0
524,1092.0
524,1093.0
524,1094.0
524,1095.0
524,1096.0
522,1097.0
522,1098.0
521,1099.0
521,1100.0
521,1101.0
521,1102.0
520,1103.0
530,1104.0
530,1105.0
530,1106.0
530,1107.0
530,1108.0
529,1109.0
529,1110.0
529,1111.0
528,1112.0
528,1113.0
527,1114.0
536,1115.0
536,1116.0
536,1117.0
535,1118.0
535,1119.0
534,1120.0
534,1121.0
532,1122.0
541,1123.0
540,1124.0
540,1125.0
540,1126.0
540,1127.0
540,1128.0
539,1129.0
539,1130.0
538,1131.0
537,1132.0
536,1133.0
536,1134.0
535,1135.0
535,1136.0
534,1137.0
534,1138.0
534,1139.0
533,1140.0
543,1141.0
543,1142.0
543,1143.0
543,1144.0
542,1145.0
552,1146.0
551,1147.0
551,1148.0
549,1149.0
546,1150.0
545,1151.0
544,1152.0
543,1153.0
541,1154.0
539,1155.0
546,1156.0
545,1157.0
544,1158.0
544,1159.0
544,1160.0
544,1161.0
554,1162.0
552,1163.0
548,1164.0
547,1165.0
544,1166.0
542,1167.0
551,1168.0
550,1169.0
550,1170.0
546,1171.0
555,1172.0
554,1173.0
553,1174.0
551,1175.0
550,1176.0
548,1177.0
547,1178.0
545,1179.0
543,1180.0
541,1181.0
541,1182.0
541,1183.0
539,1184.0
538,1185.0
544,1186.0
544,1187.0
543,1188.0
541,1189.0
541,1190.0
540,1191.0
540,1192.0
540,1193.0
539,1194.0
538,1195.0
538,1196.0
538,1197.0
538,1198.0
557,1199.0
557,1200.0
557,1201.0
557,1202.0
555,1203.0
553,1204.0
553,1205.0
552,1206.0
561,1207.0
561,1208.0
561,1209.0
559,1210.0
559,1211.0
558,1212.0
558,1213.0
557,1214.0
556,1215.0
556,1216.0
555,1217.0
565,1218.0
564,1219.0
563,1220.0
563,1221.0
563,1222.0
563,1223.0
572,1224.0
571,1225.0
570,1226.0
569,1227.0
569,1228.0
568,1229.0
568,1230.0
578,1231.0
575,1232.0
571,1233.0
570,1234.0
567,1235.0
565,1236.0
564,1237.0
564,1238.0
564,1239.0
563,1240.0
563,1241.0
561,1242.0
560,1243.0
560,1244.0
560,1245.0
559,1246.0
559,1247.0
558,1248.0
558,1249.0
558,1250.0
556,1251.0
554,1252.0
554,1253.0
554,1254.0
553,1255.0
553,1256.0
552,1257.0
551,1258.0
550,1259.0
550,1260.0
549,1261.0
549,1262.0
549,1263.0
549,1264.0
566,1265.0
575,1266.0
574,1267.0
570,1268.0
569,1269.0
567,1270.0
565,1271.0
564,1272.0
563,1273.0
563,1274.0
563,1275.0
562,1276.0
571,1277.0
571,1278.0
571,1279.0
570,1280.0
569,1281.0
567,1282.0
567,1283.0
566,1284.0
566,1285.0
566,1286.0
575,1287.0
584,1288.0
582,1289.0
580,1290.0
589,1291.0
607,1292.0
605,1293.0
623,1294.0
620,1295.0
618,1296.0
625,1297.0
624,1298.0
622,1299.0
620,1300.0
620,1301.0
620,1302.0
618,1303.0
617,1304.0
616,1305.0
615,1306.0
615,1307.0
615,1308.0
614,1309.0
612,1310.0
612,1311.0
612,1312.0
612,1313.0
612,1314.0
612,1315.0
611,1316.0
611,1317.0
611,1318.0
610,1319.0
609,1320.0
608,1321.0
608,1322.0
617,1323.0
626,1324.0
626,1325.0
626,1326.0
625,1327.0
625,1328.0
624,1329.0
624,1330.0
624,1331.0
623,1332.0
622,1333.0
621,1334.0
621,1335.0
621,1336.0
619,1337.0
618,1338.0
618,1339.0
616,1340.0
615,1341.0
614,1342.0
614,1343.0
613,1344.0
612,1345.0
611,1346.0
611,1347.0
611,1348.0
611,1349.0
620,1350.0
618,1351.0
614,1352.0
623,1353.0
621,1354.0
617,1355.0
615,1356.0
614,1357.0
610,1358.0
610,1359.0
609,1360.0
609,1361.0
609,1362.0
608,1363.0
607,1364.0
607,1365.0
616,1366.0
614,1367.0
613,1368.0
612,1369.0
608,1370.0
606,1371.0
601,1372.0
600,1373.0
599,1374.0
598,1375.0
597,1376.0
597,1377.0
597,1378.0
597,1379.0
596,1380.0
594,1381.0
604,1382.0
604,1383.0
603,1384.0
601,1385.0
609,1386.0
606,1387.0
606,1388.0
604,1389.0
598,1390.0
593,1391.0
590,1392.0
588,1393.0
587,1394.0
587,1395.0
585,1396.0
584,1397.0
582,1398.0
581,1399.0
581,1400.0
581,1401.0
581,1402.0
581,1403.0
581,1404.0
590,1405.0
590,1406.0
590,1407.0
589,1408.0
589,1409.0
589,1410.0
589,1411.0
588,1412.0
588,1413.0
588,1414.0
587,1415.0
587,1416.0
587,1417.0
586,1418.0
586,1419.0
586,1420.0
586,1421.0
585,1422.0
584,1423.0
584,1424.0
584,1425.0
582,1426.0
582,1427.0
582,1428.0
592,1429.0
592,1430.0
591,1431.0
590,1432.0
599,1433.0
608,1434.0
608,1435.0
608,1436.0
617,1437.0
614,1438.0
610,1439.0
619,1440.0
617,1441.0
615,1442.0
612,1443.0
622,1444.0
621,1445.0
630,1446.0
640,1447.0
637,1448.0
637,1449.0
636,1450.0
634,1451.0
632,1452.0
632,1453.0
632,1454.0
632,1455.0
629,1456.0
629,1457.0
628,1458.0
628,1459.0
627,1460.0
626,1461.0
624,1462.0
624,1463.0
624,1464.0
623,1465.0
632,1466.0
630,1467.0
639,1468.0
638,1469.0
638,1470.0
635,1471.0
633,1472.0
632,1473.0
631,1474.0
631,1475.0
631,1476.0
630,1477.0
628,1478.0
628,1479.0
627,1480.0
626,1481.0
625,1482.0
625,1483.0
625,1484.0
625,1485.0
634,1486.0
634,1487.0
634,1488.0
633,1489.0
633,1490.0
632,1491.0
631,1492.0
631,1493.0
631,1494.0
631,1495.0
629,1496.0
629,1497.0
629,1498.0
628,1499.0
628,1500.0
628,1501.0
628,1502.0
627,1503.0
627,1504.0
627,1505.0
625,1506.0
624,1507.0
634,1508.0
633,1509.0
633,1510.0
633,1511.0
633,1512.0
630,1513.0
630,1514.0
630,1515.0
630,1516.0
639,1517.0
638,1518.0
644,1519.0
643,1520.0
641,1521.0
638,1522.0
636,1523.0
636,1524.0
636,1525.0
635,1526.0
655,1527.0
653,1528.0
652,1529.0
651,1530.0
651,1531.0
649,1532.0
649,1533.0
648,1534.0
648,1535.0
648,1536.0
647,1537.0
647,1538.0
647,1539.0
647,1540.0
646,1541.0
645,1542.0
643,1543.0
641,1544.0
640,1545.0
650,1546.0
650,1547.0
650,1548.0
648,1549.0
647,1550.0
657,1551.0
657,1552.0
656,1553.0
654,1554.0
653,1555.0
651,1556.0
651,1557.0
650,1558.0
648,1559.0
647,1560.0
646,1561.0
644,1562.0
642,1563.0
642,1564.0
641,1565.0
641,1566.0
641,1567.0
641,1568.0
640,1569.0
639,1570.0
639,1571.0
639,1572.0
639,1573.0
638,1574.0
636,1575.0
646,1576.0
645,1577.0
644,1578.0
644,1579.0
644,1580.0
643,1581.0
652,1582.0
652,1583.0
652,1584.0
652,1585.0
651,1586.0
661,1587.0
660,1588.0
660,1589.0
659,1590.0
657,1591.0
656,1592.0
655,1593.0
654,1594.0
653,1595.0
652,1596.0
650,1597.0
648,1598.0
657,1599.0
656,1600.0
655,1601.0
652,1602.0
652,1603.0
652,1604.0
651,1605.0
651,1606.0
651,1607.0
650,1608.0
648,1609.0
647,1610.0
646,1611.0
645,1612.0
654,1613.0
653,1614.0
653,1615.0
653,1616.0
653,1617.0
652,1618.0
652,1619.0
651,1620.0
649,1621.0
649,1622.0
649,1623.0
648,1624.0
647,1625.0
657,1626.0
656,1627.0
656,1628.0
655,1629.0
655,1630.0
655,1631.0
654,1632.0
654,1633.0
654,1634.0
654,1635.0
651,1636.0
651,1637.0
651,1638.0
651,1639.0
651,1640.0
651,1641.0
650,1642.0
649,1643.0
648,1644.0
648,1645.0
657,1646.0
657,1647.0
657,1648.0
667,1649.0
666,1650.0
664,1651.0
663,1652.0
662,1653.0
662,1654.0
662,1655.0
662,1656.0
661,1657.0
660,1658.0
660,1659.0
670,1660.0
669,1661.0
669,1662.0
669,1663.0
669,1664.0
668,1665.0
668,1666.0
667,1667.0
666,1668.0
665,1669.0
665,1670.0
674,1671.0
674,1672.0
683,1673.0
680,1674.0
679,1675.0
677,1676.0
672,1677.0
669,1678.0
666,1679.0
665,1680.0
665,1681.0
663,1682.0
671,1683.0
671,1684.0
671,1685.0
669,1686.0
667,1687.0
666,1688.0
666,1689.0
664,1690.0
663,1691.0
661,1692.0
659,1693.0
658,1694.0
657,1695.0
656,1696.0
655,1697.0
655,1698.0
655,1699.0
655,1700.0
655,1701.0
654,1702.0
653,1703.0
653,1704.0
653,1705.0
652,1706.0
652,1707.0
652,1708.0
651,1709.0
650,1710.0
650,1711.0
648,1712.0
647,1713.0
646,1714.0
646,1715.0
646,1716.0
645,1717.0
644,1718.0
644,1719.0
644,1720.0
644,1721.0
643,1722.0
643,1723.0
642,1724.0
642,1725.0
640,1726.0
640,1727.0
640,1728.0
640,1729.0
640,1730.0
640,1731.0
640,1732.0
639,1733.0
639,1734.0
639,1735.0
638,1736.0
637,1737.0
636,1738.0
636,1739.0
636,1740.0
634,1741.0
634,1742.0
633,1743.0
642,1744.0
659,1745.0
657,1746.0
657,1747.0
654,1748.0
652,1749.0
652,1750.0
649,1751.0
647,1752.0
644,1753.0
642,1754.0
641,1755.0
639,1756.0
635,1757.0
635,1758.0
645,1759.0
645,1760.0
644,1761.0
643,1762.0
643,1763.0
643,1764.0
643,1765.0
643,1766.0
642,1767.0
642,1768.0
641,1769.0
639,1770.0
639,1771.0
639,1772.0
638,1773.0
636,1774.0
636,1775.0
636,1776.0
644,1777.0
644,1778.0
643,1779.0
641,1780.0
640,1781.0
648,1782.0
647,1783.0
646,1784.0
654,1785.0
653,1786.0
651,1787.0
646,1788.0
644,1789.0
641,1790.0
640,1791.0
640,1792.0
636,1793.0
634,1794.0
643,1795.0
643,1796.0
641,1797.0
640,1798.0
640,1799.0
640,1800.0
640,1801.0
639,1802.0
639,1803.0
638,1804.0
635,1805.0
634,1806.0
634,1807.0
634,1808.0
653,1809.0
653,1810.0
653,1811.0
648,1812.0
647,1813.0
646,1814.0
645,1815.0
643,1816.0
641,1817.0
640,1818.0
648,1819.0
646,1820.0
644,1821.0
651,1822.0
650,1823.0
658,1824.0
658,1825.0
657,1826.0
657,1827.0
654,1828.0
653,1829.0
652,1830.0
651,1831.0
660,1832.0
660,1833.0
658,1834.0
666,1835.0
661,1836.0
657,1837.0
656,1838.0
652,1839.0
649,1840.0
648,1841.0
647,1842.0
645,1843.0
641,1844.0
640,1845.0
639,1846.0
638,1847.0
648,1848.0
646,1849.0
646,1850.0
645,1851.0
645,1852.0
643,1853.0
641,1854.0
640,1855.0
639,1856.0
649,1857.0
649,1858.0
647,1859.0
645,1860.0
643,1861.0
642,1862.0
641,1863.0
641,1864.0
651,1865.0
650,1866.0
649,1867.0
649,1868.0
649,1869.0
647,1870.0
647,1871.0
645,1872.0
645,1873.0
644,1874.0
643,1875.0
642,1876.0
640,1877.0
639,1878.0
638,1879.0
638,1880.0
638,1881.0
647,1882.0
645,1883.0
644,1884.0
642,1885.0
641,1886.0
660,1887.0
660,1888.0
660,1889.0
658,1890.0
656,1891.0
655,1892.0
655,1893.0
664,1894.0
662,1895.0
661,1896.0
658,1897.0
655,1898.0
653,1899.0
653,1900.0
653,1901.0
652,1902.0
652,1903.0
651,1904.0
650,1905.0
649,1906.0
648,1907.0
647,1908.0
646,1909.0
646,1910.0
646,1911.0
646,1912.0
645,1913.0
643,1914.0
643,1915.0
642,1916.0
641,1917.0
640,1918.0
640,1919.0
639,1920.0
639,1921.0
639,1922.0
648,1923.0
647,1924.0
644,1925.0
643,1926.0
641,1927.0
639,1928.0
636,1929.0
636,1930.0
635,1931.0
634,1932.0
634,1933.0
633,1934.0
641,1935.0
638,1936.0
635,1937.0
644,1938.0
642,1939.0
639,1940.0
636,1941.0
636,1942.0
635,1943.0
635,1944.0
635,1945.0
632,1946.0
632,1947.0
632,1948.0
632,1949.0
631,1950.0
631,1951.0
641,1952.0
640,1953.0
637,1954.0
636,1955.0
634,1956.0
632,1957.0
631,1958.0
630,1959.0
630,1960.0
630,1961.0
630,1962.0
630,1963.0
630,1964.0
630,1965.0
629,1966.0
628,1967.0
628,1968.0
638,1969.0
636,1970.0
636,1971.0
636,1972.0
636,1973.0
634,1974.0
633,1975.0
632,1976.0
631,1977.0
631,1978.0
631,1979.0
630,1980.0
630,1981.0
630,1982.0
630,1983.0
630,1984.0
629,1985.0
639,1986.0
637,1987.0
636,1988.0
634,1989.0
634,1990.0
634,1991.0
633,1992.0
632,1993.0
632,1994.0
631,1995.0
631,1996.0
630,1997.0
630,1998.0
630,1999.0
630,2000.0
630,2001.0
630,2002.0
629,2003.0
629,2004.0
628,2005.0
628,2006.0
628,2007.0
628,2008.0
627,2009.0
627,2010.0
627,2011.0
627,2012.0
626,2013.0
626,2014.0
625,2015.0
634,2016.0
634,2017.0
633,2018.0
642,2019.0
642,2020.0
652,2021.0
648,2022.0
648,2023.0
647,2024.0
646,2025.0
644,2026.0
643,2027.0
642,2028.0
641,2029.0
640,2030.0
637,2031.0
646,2032.0
645,2033.0
645,2034.0
655,2035.0
654,2036.0
651,2037.0
648,2038.0
648,2039.0
648,2040.0
646,2041.0
655,2042.0
653,2043.0
652,2044.0
649,2045.0
646,2046.0
643,2047.0
641,2048.0
640,2049.0
638,2050.0
636,2051.0
634,2052.0
633,2053.0
632,2054.0
631,2055.0
631,2056.0
630,2057.0
639,2058.0
638,2059.0
638,2060.0
638,2061.0
637,2062.0
646,2063.0
646,2064.0
645,2065.0
645,2066.0
645,2067.0
644,2068.0
643,2069.0
642,2070.0
642,2071.0
642,2072.0
640,2073.0
640,2074.0
640,2075.0
639,2076.0
639,2077.0
639,2078.0
637,2079.0
636,2080.0
635,2081.0
635,2082.0
634,2083.0
633,2084.0
643,2085.0
643,2086.0
643,2087.0
643,2088.0
643,2089.0
641,2090.0
638,2091.0
638,2092.0
636,2093.0
634,2094.0
634,2095.0
633,2096.0
632,2097.0
631,2098.0
631,2099.0
630,2100.0
638,2101.0
638,2102.0
636,2103.0
636,2104.0
635,2105.0
633,2106.0
630,2107.0
630,2108.0
628,2109.0
626,2110.0
626,2111.0
636,2112.0
634,2113.0
633,2114.0
632,2115.0
630,2116.0
627,2117.0
626,2118.0
626,2119.0
625,2120.0
625,2121.0
624,2122.0
623,2123.0
623,2124.0
620,2125.0
618,2126.0
618,2127.0
618,2128.0
617,2129.0
616,2130.0
626,2131.0
624,2132.0
623,2133.0
621,2134.0
620,2135.0
619,2136.0
618,2137.0
618,2138.0
618,2139.0
618,2140.0
