"tick","Resource","Service"
1142.0,952,20
1143.0,954,20
1144.0,954,20
1145.0,954,20
1146.0,956,20
1147.0,956,20
1148.0,956,20
1149.0,956,20
1150.0,958,20
1151.0,956,20
1152.0,956,20
1153.0,957,20
1154.0,957,20
1155.0,957,20
1156.0,957,20
1157.0,957,20
1158.0,958,20
1159.0,960,20
1160.0,960,20
1161.0,959,20
1162.0,960,20
1163.0,961,20
1164.0,961,20
1165.0,962,20
1166.0,964,20
1167.0,963,20
1168.0,963,20
1169.0,964,20
1170.0,964,20
1171.0,964,20
1172.0,966,20
1173.0,966,20
1174.0,968,20
1175.0,967,20
1176.0,967,20
1177.0,968,20
1178.0,968,20
1179.0,968,20
1180.0,968,20
1181.0,969,20
1182.0,969,20
1183.0,969,20
1184.0,970,20
1185.0,970,20
1186.0,969,20
1187.0,969,20
1188.0,970,20
1189.0,971,20
1190.0,971,20
1191.0,973,20
1192.0,973,20
1193.0,971,20
1194.0,971,20
1195.0,973,20
1196.0,974,20
1197.0,974,20
1198.0,974,20
1199.0,974,20
1200.0,974,20
1201.0,977,20
1202.0,979,20
1203.0,978,20
1204.0,978,20
1205.0,980,20
1206.0,980,20
1207.0,980,20
1208.0,983,20
1209.0,983,20
1210.0,983,20
1211.0,985,20
1212.0,986,20
1213.0,987,20
1214.0,987,20
1215.0,987,20
1216.0,988,20
1217.0,988,20
1218.0,988,20
1219.0,989,20
1220.0,990,20
1221.0,990,20
1222.0,990,20
1223.0,992,20
1224.0,994,20
1225.0,997,20
1226.0,1000,20
1227.0,998,20
1228.0,1002,20
1229.0,1003,20
1230.0,1003,20
1231.0,1003,20
1232.0,1003,20
1233.0,1004,20
1234.0,1006,20
1235.0,1008,20
1236.0,1005,20
1237.0,1006,20
1238.0,1006,20
1239.0,1009,20
1240.0,1007,20
1241.0,1009,20
1242.0,1009,20
1243.0,1009,20
1244.0,1009,20
1245.0,1010,20
1246.0,1012,20
1247.0,1011,20
1248.0,1012,20
1249.0,1013,20
1250.0,1015,20
1251.0,1014,20
1252.0,1016,20
1253.0,1017,20
1254.0,1015,20
1255.0,1017,20
1256.0,1017,20
1257.0,1019,20
1258.0,1017,20
