Tick,Quality,type,Task
12.0,0.5031091013792155,Order351-4,Task 17644
13.0,0.032248688217367955,Order351-6,Task 17646
14.3,8.741480576566705,Order351-1,Task 17641
17.3,6.881161576410441,Order351-10,Task 17650
18.3,-0.1999615446083835,Order351-8,Task 17648
21.3,0.8789830922823283,Order351-7,Task 17647
24.3,7.677369487744064,Order351-2,Task 17642
25.0,6.706256504985796,Order354-2,Task 17652
26.3,5.3432722710396146,Order351-3,Task 17643
29.3,0.19735223451763748,Order351-9,Task 17649
30.3,8.259455010279344,Order351-5,Task 17645
32.3,2.7461383970073596,Order354-1,Task 17651
32.3,6.566217347104158,Order354-3,Task 17653
34.3,1.922959482096098,Order351-1,Task 17661
36.3,24.564171916569887,Order354-6,Task 17656
38.3,0.21887422755888317,Order354-5,Task 17655
42.3,16.709555639485227,Order348-6,Task 17686
46.3,-0.03812130573744879,Order354-4,Task 17654
48.3,16.05793155025528,Order348-9,Task 17689
50.3,6.604184674200202,Order354-9,Task 17659
53.3,8.371377127842106,Order351-2,Task 17662
54.3,18.203324559294195,Order345-10,Task 17710
58.3,4.619153475594464,Order346-5,Task 17675
60.3,0.31553028643371583,Order354-8,Task 17658
61.3,7.376876857994245,Order354-10,Task 17660
65.3,0.2646859703111233,Order351-4,Task 17664
68.3,2.893269998304982,Order348-5,Task 17685
68.3,13.89812077341962,Order354-7,Task 17657
70.3,0.20029213489388145,Order351-9,Task 17669
71.3,7.316575436197322,Order351-10,Task 17670
72.3,1.175122835908942,Order351-3,Task 17663
72.3,0.05464404747598359,Order351-8,Task 17668
78.3,-0.023896916979479044,Order351-6,Task 17666
80.3,0.13139643318196123,Order346-9,Task 17679
80.3,5.4985697339874795,Order351-7,Task 17667
82.3,6.731894136895367,Order351-10,Task 17740
84.3,0.3071308099130804,Order346-1,Task 17671
85.3,16.96057190090893,Order346-7,Task 17677
86.3,19.565950954936557,Order346-10,Task 17680
87.3,-2.4201417125683236,Order351-3,Task 17733
90.3,13.237243429939461,Order351-5,Task 17665
90.3,4.677712390881274,Order351-1,Task 17731
92.3,2.65946747722649,Order346-4,Task 17674
93.3,3.348160357799493,Order346-8,Task 17678
93.3,19.717331649948765,Order349-7,Task 17697
94.3,2.8554519127319433,Order346-2,Task 17672
98.3,0.5008075559747014,Order346-6,Task 17676
100.3,3.5065602141960093,Order345-4,Task 17704
101.3,13.83262051150947,Order345-4,Task 17744
103.3,21.747707336690315,Order346-3,Task 17673
105.3,2.92822270454871,Order349-5,Task 17695
105.3,25.60148090725982,Order348-2,Task 17682
108.3,19.23765223861533,Order348-8,Task 17688
113.3,3.032536430899045,Order348-3,Task 17683
114.3,2.703063191231194,Order348-4,Task 17684
114.3,9.452074088173136,Order349-3,Task 17693
117.3,20.140158264319172,Order349-9,Task 17699
119.3,3.3557977210993872,Order348-10,Task 17690
120.3,17.106390766016517,Order349-1,Task 17691
121.3,2.7223330297254824,Order348-7,Task 17687
122.3,16.563682791960662,Order348-1,Task 17681
129.3,3.1918170661411955,Order349-6,Task 17696
132.3,14.986735821328551,Order349-8,Task 17698
136.3,2.761692517042099,Order349-2,Task 17692
137.3,16.146701125761656,Order349-10,Task 17700
138.3,21.51023670949955,Order345-5,Task 17705
140.3,4.095854479560728,Order349-4,Task 17694
142.3,-0.32760439788144957,Order345-2,Task 17702
144.3,8.734285487481444,Order345-8,Task 17708
145.3,-0.6796585479049675,Order349-3,Task 17713
145.3,3.396386155781151,Order349-2,Task 17712
146.3,17.690135621008693,Order349-7,Task 17717
150.3,17.964978139132995,Order345-6,Task 17706
150.3,5.945826411727424,Order345-9,Task 17709
151.3,0.36844516072305855,Order345-3,Task 17703
152.3,7.538263469510689,Order349-6,Task 17716
153.3,14.877313210834007,Order349-5,Task 17715
153.3,-0.47974908388311643,Order345-1,Task 17701
156.3,7.745265787856683,Order349-3,Task 17723
156.3,17.003766784070322,Order349-1,Task 17711
157.3,12.001847783859793,Order345-7,Task 17707
159.3,7.998974617790868,Order349-6,Task 17726
161.3,16.139327856424607,Order349-8,Task 17718
161.3,-2.2087837800489956,Order349-5,Task 17725
164.3,17.918170579855683,Order349-9,Task 17719
164.3,5.186737025944258,Order349-4,Task 17714
165.3,20.04272789195519,Order349-10,Task 17720
169.3,0.7120125742559481,Order349-9,Task 17729
170.3,4.668065760092263,Order349-10,Task 17730
172.3,-6.4564995407726125,Order349-1,Task 17721
173.3,1.7796637803330242,Order349-4,Task 17724
176.3,20.63463486262182,Order349-7,Task 17727
177.3,0.29018327908413005,Order349-2,Task 17722
184.3,5.608038549678387,Order349-8,Task 17728
192.3,12.441417675246939,Order351-10,Task 17839
193.3,5.069580548510684,Order351-9,Task 17739
194.3,4.357048807455277,Order351-8,Task 17738
194.3,17.59113008931579,Order351-6,Task 17835
195.3,4.101741713063831,Order345-8,Task 17748
196.3,9.330437817066574,Order351-2,Task 17732
196.3,10.266206726326548,Order345-1,Task 17741
200.3,7.951588015191112,Order351-6,Task 17736
201.3,20.95387266416434,Order345-10,Task 17750
202.3,1.97050310346145,Order351-7,Task 17737
202.3,-0.9635232500367215,Order351-4,Task 17734
203.3,11.092157114154507,Order345-7,Task 17747
203.3,20.437989024703818,Order345-5,Task 17745
205.3,15.750895490668787,Order345-3,Task 17743
208.3,26.335976249658376,Order353-1,Task 17751
210.3,15.143185747976037,Order345-9,Task 17749
211.3,5.410290057685646,Order345-2,Task 17742
211.3,14.839753090450468,Order351-5,Task 17735
219.3,6.650148079879385,Order353-4,Task 17754
219.3,16.511190997618048,Order345-6,Task 17746
224.3,6.7135153680199995,Order353-9,Task 17759
225.3,16.591546295164,Order353-10,Task 17760
226.3,13.187372654073346,Order353-2,Task 17752
227.3,14.45558645206735,Order353-6,Task 17756
230.3,9.565167733580354,Order353-7,Task 17757
230.3,20.4500216298948,Order353-8,Task 17758
231.3,18.1606528251306,Order346-7,Task 17767
234.3,8.025341745017892,Order346-1,Task 17761
235.3,16.355027351596604,Order346-3,Task 17763
236.3,9.617797523309775,Order346-6,Task 17766
236.3,5.550932719715078,Order353-5,Task 17755
237.3,3.3297497817235495,Order353-3,Task 17773
237.3,21.390529628050224,Order353-3,Task 17753
239.3,7.401728738782529,Order346-9,Task 17769
240.3,14.83494079489855,Order346-8,Task 17768
241.3,21.386774857365257,Order346-5,Task 17765
242.3,29.639791872387796,Order350-7,Task 17856
243.3,8.453615940007921,Order346-2,Task 17762
245.3,12.294344552209001,Order346-4,Task 17764
246.3,-1.0739903602548944,Order353-10,Task 17780
246.3,18.885249163354125,Order346-10,Task 17770
250.3,21.041555525506624,Order353-8,Task 17778
252.3,5.3177214920170055,Order353-4,Task 17774
256.3,5.782978898625416,Order353-7,Task 17777
256.3,-2.130628913226428,Order345-1,Task 17781
257.3,8.857742705795589,Order353-9,Task 17779
257.3,1.0670075677839943,Order353-6,Task 17776
259.3,6.294971680037278,Order353-2,Task 17772
259.3,5.801696179234666,Order345-3,Task 17783
261.3,7.930980243427013,Order345-4,Task 17794
262.3,-0.4821646164836054,Order353-1,Task 17771
265.3,11.282190764545003,Order345-7,Task 17787
267.3,0.1414813180462462,Order353-5,Task 17775
267.3,0.4851862213697755,Order345-5,Task 17785
268.3,-1.2856737111865673,Order345-9,Task 17789
269.3,5.708183756003324,Order345-4,Task 17784
271.3,6.752813573333707,Order345-8,Task 17788
272.3,19.35948958651712,Order345-10,Task 17790
274.3,4.6725128030641345,Order345-2,Task 17782
274.3,21.240203537231576,Order345-10,Task 17800
275.3,7.078975774957598,Order345-6,Task 17786
278.3,1.358559361881227,Order345-1,Task 17791
279.3,7.451869243642442,Order345-3,Task 17793
281.3,10.17500165290419,Order345-8,Task 17798
284.3,7.718191722482507,Order345-6,Task 17796
285.3,-4.5001894288586595,Order345-9,Task 17799
285.3,11.397776112905635,Order345-7,Task 17797
288.0,20.810505195030196,Order351-6,Task 17953
290.3,2.363495011807467,Order345-2,Task 17792
292.3,12.537049316808067,Order348-8,Task 17808
295.3,2.537259381438651,Order345-5,Task 17795
296.3,9.811591466950928,Order348-5,Task 17805
300.3,4.452606321523224,Order348-2,Task 17802
301.3,-1.844192314123414,Order348-10,Task 17810
304.3,0.7488116161277109,Order348-1,Task 17801
305.3,8.662533854476536,Order352-6,Task 17816
307.3,20.276046552327045,Order348-9,Task 17809
308.0,20.963129755734556,Order351-6,Task 17983
309.3,16.834158807507418,Order348-7,Task 17807
311.3,-0.46481314394846285,Order348-3,Task 17803
312.0,21.19709515921397,Order351-6,Task 17993
312.3,3.0337188421821186,Order348-4,Task 17804
314.3,8.431156033680049,Order348-6,Task 17806
318.3,0.801309470074743,Order352-5,Task 17815
323.3,16.13626007290829,Order352-4,Task 17814
324.3,6.168914247825239,Order352-3,Task 17813
326.3,5.0577960671537285,Order352-8,Task 17818
328.3,2.1633297952929627,Order352-1,Task 17811
330.3,7.935527594992244,Order352-7,Task 17817
331.3,9.69544701195376,Order352-2,Task 17812
334.3,15.245632388689002,Order352-9,Task 17819
338.3,2.1413112736925766,Order354-3,Task 17822
341.3,1.8164369907890443,Order351-1,Task 17830
341.3,14.216190952902803,Order354-8,Task 17827
341.3,6.568309688659423,Order351-3,Task 17832
345.3,7.5232038663744465,Order354-1,Task 17820
346.3,12.67283092365157,Order354-9,Task 17828
348.3,11.691607441236968,Order354-10,Task 17829
349.3,6.301364492179351,Order351-8,Task 17837
351.0,21.459663191879176,Order351-6,Task 18030
351.3,3.767061526545605,Order351-2,Task 17831
353.3,11.750975573644414,Order354-5,Task 17824
355.0,21.40029509527326,Order351-6,Task 18040
355.3,2.943451451246839,Order354-2,Task 17821
355.3,3.6167569189656867,Order354-4,Task 17823
357.3,3.2147745625061774,Order351-4,Task 17833
363.3,15.089658901145844,Order354-6,Task 17825
364.3,15.11860528842618,Order354-7,Task 17826
365.3,11.445880621125767,Order351-7,Task 17836
365.3,-5.791812393968379,Order351-5,Task 17834
374.3,13.56669417724271,Order351-9,Task 17838
380.3,4.354812922856302,Order348-10,Task 17849
384.3,-1.7011183122881022,Order350-1,Task 17850
388.3,3.6110931606922487,Order348-6,Task 17845
389.3,7.159414481416124,Order348-1,Task 17840
390.3,9.538605038282064,Order348-3,Task 17842
392.3,28.045333539875177,Order348-8,Task 17847
396.3,3.589757305918589,Order348-7,Task 17846
400.3,17.043638688565018,Order350-3,Task 17852
401.3,9.901290588088717,Order348-2,Task 17841
402.3,3.8454818668477877,Order348-9,Task 17848
407.3,15.799671874564845,Order348-5,Task 17844
407.3,4.0350709138255825,Order348-4,Task 17843
408.3,1.8405179846178434,Order350-2,Task 17851
408.3,1.0910128909066499,Order350-9,Task 17858
416.3,13.515187797569167,Order350-4,Task 17853
420.3,8.227255694464631,Order350-6,Task 17855
422.3,3.066377644840566,Order350-8,Task 17857
425.3,6.795596646598703,Order345-2,Task 17860
427.3,28.178796380686638,Order345-10,Task 17868
429.3,11.848658077619445,Order350-5,Task 17854
429.3,25.55798500951049,Order345-7,Task 17865
436.3,27.68861418984866,Order345-5,Task 17863
437.3,11.148819589512854,Order345-6,Task 17864
439.3,10.306088484507365,Order345-8,Task 17866
440.3,6.167706912173463,Order345-3,Task 17861
443.3,12.662833901526692,Order345-4,Task 17862
443.3,24.496434283145142,Order345-10,Task 17878
444.3,21.862394173629788,Order351-6,Task 18107
444.3,10.715741597640058,Order345-1,Task 17859
445.3,7.984703392736165,Order345-8,Task 17876
447.3,17.41706428848545,Order345-7,Task 17875
447.3,22.92135006953731,Order345-9,Task 17867
448.3,12.938848625631381,Order345-3,Task 17871
450.3,21.12572231088529,Order349-9,Task 17887
451.3,12.502458737447373,Order345-4,Task 17872
452.3,12.427470458216993,Order345-5,Task 17873
454.3,8.415268877910112,Order345-2,Task 17870
457.3,13.496176852376705,Order345-9,Task 17877
459.3,-1.2854532079190528,Order349-6,Task 17884
460.3,11.241123647310072,Order345-1,Task 17869
463.3,19.67096344785371,Order349-1,Task 17879
465.3,7.240641164922318,Order345-6,Task 17874
468.3,20.352184938087465,Order349-4,Task 17882
471.3,12.193638872637447,Order349-3,Task 17881
471.3,9.493169623688386,Order349-2,Task 17880
472.3,11.520503785481448,Order349-10,Task 17888
476.3,12.147353983217128,Order345-1,Task 17889
478.3,1.7910326860768377,Order349-5,Task 17883
479.3,25.904990416719283,Order345-7,Task 17895
479.3,20.21161733407388,Order349-7,Task 17885
481.3,13.323666841525952,Order345-4,Task 17892
483.3,11.841247076911134,Order349-8,Task 17886
488.3,9.125000106241515,Order345-5,Task 17893
488.3,12.125690239125365,Order345-2,Task 17890
489.3,12.832637799897789,Order345-3,Task 17891
489.3,20.62884739497365,Order351-6,Task 18186
490.3,24.894316765485858,Order345-10,Task 17898
493.3,19.659191671885498,Order346-5,Task 17903
496.3,8.37586811019589,Order345-6,Task 17894
499.3,16.067418881651168,Order345-8,Task 17896
501.3,25.456848009532635,Order346-9,Task 17907
504.3,13.975010781359993,Order346-7,Task 17905
507.3,10.899880900314734,Order345-9,Task 17897
511.3,11.720855932400429,Order346-1,Task 17899
515.3,11.05246685981118,Order346-2,Task 17900
516.3,10.996999010320987,Order346-6,Task 17904
519.3,7.283762040621099,Order346-8,Task 17906
520.3,16.321914510444515,Order353-1,Task 17909
523.3,26.277302157624597,Order346-4,Task 17902
525.3,16.305643182402722,Order346-10,Task 17908
526.3,16.7036961809418,Order346-3,Task 17901
531.3,10.951861146112629,Order353-10,Task 17918
532.3,10.316290383693877,Order353-3,Task 17911
532.3,19.686215405279132,Order353-4,Task 17912
536.3,18.374461869457154,Order353-7,Task 17915
538.3,8.114973966526879,Order353-10,Task 17928
538.3,21.969734750310014,Order346-5,Task 18215
539.3,12.662326934728183,Order353-2,Task 17910
542.3,13.80477044559876,Order353-5,Task 17913
543.3,16.393132866070644,Order353-8,Task 17916
547.3,20.792428598989197,Order353-9,Task 17917
550.3,12.906274390497114,Order353-3,Task 17921
551.3,18.15435971333386,Order353-6,Task 17914
557.3,12.458131705005782,Order353-2,Task 17920
557.3,13.995195971141449,Order353-10,Task 17938
561.3,13.754740313580829,Order353-5,Task 17923
570.3,6.088584749467734,Order346-5,Task 18225
570.3,21.918753598945464,Order353-4,Task 17922
572.3,12.60945117886799,Order352-6,Task 17944
575.3,15.58704738494907,Order353-1,Task 17919
575.3,24.381560202424218,Order353-9,Task 17927
577.3,14.793491081894219,Order353-2,Task 17930
578.3,13.699902186529002,Order353-6,Task 17924
580.3,15.951728070592871,Order346-5,Task 18244
580.3,17.22542049391257,Order353-1,Task 17929
582.3,16.50842414404051,Order353-7,Task 17925
589.3,23.110607324785402,Order353-8,Task 17926
591.3,18.0378713535975,Order353-4,Task 17932
595.3,25.298424711870492,Order353-7,Task 17935
595.3,9.61805135458414,Order353-3,Task 17931
601.3,23.0327620534106,Order353-8,Task 17936
604.3,13.607086133887673,Order353-5,Task 17933
608.3,23.024384330450452,Order353-9,Task 17937
610.0,17.569838995389077,Order351-6,Task 18284
611.3,22.456447943183967,Order353-6,Task 17934
613.3,15.660742425583933,Order352-1,Task 17939
614.3,11.080986791153276,Order352-8,Task 17946
616.3,20.699569437975864,Order352-4,Task 17942
621.3,13.078837225504671,Order352-5,Task 17943
626.3,17.17846248943964,Order352-3,Task 17941
628.3,10.879321891815264,Order352-2,Task 17940
632.3,7.821681700928737,Order352-7,Task 17945
636.3,23.394290295202403,Order352-9,Task 17947
636.3,17.674531380908498,Order351-2,Task 17949
638.3,21.86388703408751,Order351-10,Task 17957
