"tick","Quality Max","Res Queue Max","Rank Max","Ser Queue Max"
64.0,Infinity,2.0,33.3910242067014,NaN
65.0,Infinity,2.0,33.3910242067014,NaN
66.0,Infinity,2.0,33.3910242067014,NaN
67.0,Infinity,2.0,33.3910242067014,NaN
68.0,Infinity,2.0,33.3910242067014,NaN
69.0,Infinity,2.0,33.3910242067014,NaN
70.0,Infinity,5.0,33.3910242067014,NaN
71.0,Infinity,5.0,33.3910242067014,NaN
72.0,Infinity,5.0,33.3910242067014,NaN
73.0,Infinity,5.0,33.3910242067014,NaN
74.0,Infinity,5.0,33.3910242067014,NaN
75.0,Infinity,5.0,33.3910242067014,NaN
76.0,Infinity,5.0,33.3910242067014,NaN
77.0,Infinity,5.0,33.3910242067014,NaN
78.0,Infinity,5.0,33.3910242067014,NaN
79.0,Infinity,4.0,33.3910242067014,NaN
80.0,Infinity,4.0,33.3910242067014,NaN
81.0,Infinity,4.0,33.3910242067014,NaN
82.0,Infinity,4.0,33.3910242067014,NaN
83.0,Infinity,4.0,33.3910242067014,NaN
84.0,Infinity,7.0,33.3910242067014,NaN
85.0,Infinity,7.0,33.3910242067014,NaN
86.0,Infinity,9.0,33.3910242067014,NaN
87.0,Infinity,9.0,33.3910242067014,NaN
88.0,Infinity,9.0,33.3910242067014,NaN
89.0,Infinity,8.0,33.3910242067014,NaN
90.0,Infinity,8.0,33.3910242067014,NaN
91.0,Infinity,8.0,33.3910242067014,NaN
92.0,Infinity,8.0,33.3910242067014,NaN
93.0,Infinity,14.0,33.3910242067014,NaN
94.0,Infinity,14.0,33.3910242067014,NaN
95.0,Infinity,14.0,33.3910242067014,NaN
96.0,Infinity,14.0,33.3910242067014,NaN
97.0,Infinity,14.0,33.3910241922112,NaN
98.0,Infinity,14.0,33.3910241922112,NaN
99.0,Infinity,14.0,33.3910241922112,NaN
100.0,Infinity,14.0,33.3910241922112,NaN
101.0,Infinity,14.0,33.3910241922112,NaN
102.0,Infinity,14.0,33.3910241922112,NaN
103.0,Infinity,17.0,33.3910241922112,NaN
104.0,Infinity,17.0,33.3910241922112,NaN
105.0,Infinity,17.0,33.3910241922112,NaN
106.0,Infinity,17.0,33.3910241922112,NaN
107.0,Infinity,17.0,33.3910241922112,NaN
108.0,Infinity,17.0,33.3910241922112,NaN
109.0,Infinity,17.0,33.3910241922112,NaN
110.0,Infinity,17.0,33.3910241922112,NaN
111.0,Infinity,17.0,33.3910241922112,NaN
112.0,Infinity,17.0,33.3910241922112,NaN
113.0,Infinity,17.0,33.3910241922112,NaN
114.0,Infinity,17.0,33.3910241922112,NaN
115.0,Infinity,17.0,33.3910241922112,NaN
116.0,Infinity,17.0,33.3910241922112,NaN
117.0,Infinity,17.0,33.3910241922112,NaN
118.0,Infinity,17.0,33.3910241922112,NaN
119.0,Infinity,17.0,33.3910241922112,NaN
120.0,Infinity,17.0,33.3910241922112,NaN
121.0,Infinity,17.0,33.3910241922112,NaN
122.0,Infinity,17.0,33.3910241922112,NaN
123.0,Infinity,17.0,33.3910241922112,NaN
124.0,Infinity,17.0,33.3910241922112,NaN
125.0,Infinity,17.0,33.3910241922112,NaN
126.0,Infinity,17.0,33.3910241922112,NaN
127.0,Infinity,17.0,33.3910241922112,NaN
128.0,Infinity,17.0,33.3910241922112,NaN
129.0,Infinity,17.0,33.3910241922112,NaN
130.0,Infinity,17.0,33.3910241922112,NaN
131.0,Infinity,17.0,33.3910241922112,NaN
132.0,Infinity,17.0,33.39102419221121,NaN
133.0,Infinity,17.0,33.39102419221121,NaN
134.0,Infinity,17.0,33.39102419221121,NaN
135.0,Infinity,17.0,33.39102419221121,NaN
136.0,Infinity,17.0,33.39102419221121,NaN
137.0,Infinity,17.0,33.39102419221121,NaN
138.0,Infinity,17.0,33.39102419221121,NaN
139.0,Infinity,17.0,33.39102419221121,NaN
140.0,Infinity,17.0,33.39102419221121,NaN
141.0,Infinity,17.0,33.39102419221121,NaN
142.0,Infinity,17.0,33.39102419221121,NaN
143.0,Infinity,17.0,33.39102419221121,NaN
144.0,Infinity,17.0,33.39102419221121,NaN
145.0,Infinity,17.0,33.39102419221121,NaN
146.0,Infinity,17.0,33.39102419221121,NaN
147.0,Infinity,17.0,33.39102419221121,NaN
148.0,Infinity,17.0,33.39102419221121,NaN
149.0,Infinity,17.0,33.39102419221121,NaN
150.0,Infinity,17.0,33.39102419221121,NaN
151.0,Infinity,17.0,33.39102419221121,NaN
152.0,Infinity,17.0,33.39102419221121,NaN
153.0,Infinity,17.0,33.39102419221121,NaN
154.0,Infinity,14.0,33.39102419221121,NaN
155.0,Infinity,13.0,33.39102419221121,NaN
156.0,Infinity,13.0,33.39102419221121,NaN
157.0,Infinity,11.0,33.39102419221121,NaN
158.0,Infinity,10.0,33.39102419221121,NaN
159.0,Infinity,10.0,33.39102419221121,NaN
160.0,Infinity,15.0,33.39102419221121,NaN
161.0,Infinity,13.0,33.39102419221121,NaN
162.0,Infinity,13.0,33.39102419221121,NaN
163.0,Infinity,13.0,39.302854081955914,NaN
164.0,Infinity,18.0,39.302854081955914,NaN
165.0,Infinity,18.0,39.302854081955914,NaN
166.0,Infinity,18.0,39.302854081955914,NaN
167.0,Infinity,18.0,39.302854081955914,NaN
168.0,Infinity,16.0,39.302854081955914,NaN
169.0,Infinity,16.0,39.302854081955914,NaN
170.0,Infinity,16.0,39.2425345211508,NaN
171.0,Infinity,16.0,39.2425345211508,NaN
172.0,Infinity,16.0,39.2425345211508,NaN
173.0,Infinity,16.0,39.2425345211508,NaN
174.0,Infinity,16.0,39.2425345211508,NaN
175.0,Infinity,16.0,39.2425345211508,NaN
176.0,Infinity,16.0,39.2425345211508,NaN
177.0,Infinity,16.0,39.2425345211508,NaN
178.0,Infinity,14.0,39.2425345211508,NaN
179.0,Infinity,14.0,39.2425345211508,NaN
180.0,Infinity,14.0,39.2425345211508,NaN
181.0,Infinity,18.0,39.2425345211508,NaN
182.0,Infinity,18.0,39.2425345211508,NaN
183.0,Infinity,18.0,39.2425345211508,NaN
184.0,Infinity,18.0,39.2425345211508,NaN
185.0,Infinity,22.0,39.2425345211508,NaN
186.0,Infinity,22.0,39.2425345211508,NaN
187.0,Infinity,22.0,39.2425345211508,NaN
188.0,Infinity,25.0,39.2425345211508,NaN
189.0,Infinity,25.0,39.2425345211508,NaN
190.0,Infinity,25.0,39.2425345211508,NaN
191.0,Infinity,25.0,39.2425345211508,NaN
192.0,Infinity,25.0,39.2425345211508,NaN
193.0,Infinity,25.0,39.2425345211508,NaN
194.0,Infinity,22.0,39.2425345211508,NaN
195.0,Infinity,25.0,39.2425345211508,NaN
196.0,Infinity,25.0,39.2425345211508,NaN
197.0,Infinity,25.0,39.2425345211508,NaN
198.0,Infinity,25.0,39.2425345211508,NaN
199.0,Infinity,25.0,39.2425345211508,NaN
200.0,Infinity,25.0,39.2425345211508,NaN
201.0,Infinity,25.0,39.2425345211508,NaN
202.0,Infinity,25.0,39.2425345211508,NaN
203.0,Infinity,24.0,39.2425345211508,NaN
204.0,Infinity,24.0,39.2425345211508,NaN
205.0,Infinity,24.0,39.2425345211508,NaN
206.0,Infinity,24.0,39.2425345211508,NaN
207.0,Infinity,23.0,39.2425345211508,NaN
208.0,Infinity,23.0,39.2425345211508,NaN
209.0,Infinity,23.0,39.2425345211508,NaN
210.0,Infinity,23.0,39.2425345211508,NaN
211.0,Infinity,23.0,39.2425345211508,NaN
212.0,Infinity,22.0,39.2425345211508,NaN
213.0,Infinity,22.0,39.2425345211508,NaN
214.0,Infinity,25.0,39.2425345211508,NaN
215.0,Infinity,27.0,39.2425345211508,NaN
216.0,Infinity,27.0,39.2425345211508,NaN
217.0,Infinity,27.0,39.2425345211508,NaN
218.0,Infinity,27.0,39.2425345211508,NaN
219.0,Infinity,27.0,39.2425345211508,NaN
220.0,Infinity,27.0,39.2425345211508,NaN
221.0,Infinity,27.0,39.2425345211508,NaN
222.0,Infinity,27.0,39.2425345211508,NaN
223.0,Infinity,27.0,39.2425345211508,NaN
224.0,Infinity,27.0,39.2425345211508,NaN
225.0,Infinity,27.0,39.2425345211508,NaN
226.0,Infinity,27.0,39.2425345211508,NaN
227.0,Infinity,27.0,39.2425345211508,NaN
228.0,Infinity,27.0,39.2425345211508,NaN
229.0,Infinity,27.0,39.2425345211508,NaN
230.0,Infinity,27.0,39.2425345211508,NaN
231.0,Infinity,27.0,39.2425345211508,NaN
232.0,Infinity,27.0,39.2425345211508,NaN
233.0,Infinity,27.0,39.2425345211508,NaN
234.0,Infinity,27.0,39.2425345211508,NaN
235.0,Infinity,27.0,39.2425345211508,NaN
236.0,Infinity,27.0,39.2425345211508,NaN
237.0,Infinity,27.0,39.2425345211508,NaN
238.0,Infinity,27.0,39.2425345211508,NaN
239.0,Infinity,27.0,39.2425345211508,NaN
240.0,Infinity,26.0,39.2425345211508,NaN
241.0,Infinity,26.0,39.2425345211508,NaN
242.0,Infinity,26.0,39.2425345211508,NaN
243.0,Infinity,26.0,39.2425345211508,NaN
244.0,Infinity,30.0,39.2425345211508,NaN
245.0,Infinity,30.0,39.2425345211508,NaN
246.0,Infinity,30.0,39.2425345211508,NaN
247.0,Infinity,30.0,39.2425345211508,NaN
248.0,Infinity,34.0,39.2425345211508,NaN
249.0,Infinity,34.0,39.2425345211508,NaN
250.0,Infinity,34.0,39.2425345211508,NaN
251.0,Infinity,34.0,39.2425345211508,NaN
252.0,Infinity,34.0,39.2425345211508,NaN
253.0,Infinity,32.0,39.2425345211508,NaN
254.0,Infinity,32.0,39.2425345211508,NaN
255.0,Infinity,32.0,39.2425345211508,NaN
256.0,Infinity,32.0,39.2425345211508,NaN
257.0,Infinity,32.0,39.2425345211508,NaN
258.0,Infinity,32.0,39.2425345211508,0.0
259.0,Infinity,32.0,39.2425345211508,0.0
260.0,Infinity,32.0,39.2425345211508,0.0
261.0,Infinity,31.0,39.2425345211508,0.0
262.0,Infinity,29.0,39.2425345211508,0.0
263.0,Infinity,29.0,39.2425345211508,0.0
264.0,Infinity,29.0,39.2425345211508,0.0
265.0,Infinity,29.0,39.2425345211508,0.0
266.0,Infinity,29.0,39.2425345211508,0.0
267.0,Infinity,29.0,39.2425345211508,0.0
268.0,Infinity,29.0,39.2425345211508,0.0
269.0,Infinity,29.0,39.2425345211508,0.0
270.0,Infinity,29.0,39.2425345211508,0.0
271.0,Infinity,29.0,39.2425345211508,0.0
272.0,Infinity,33.0,39.2425345211508,0.0
273.0,Infinity,33.0,39.2425345211508,0.0
274.0,Infinity,33.0,39.2425345211508,0.0
275.0,Infinity,33.0,39.2425345211508,0.0
276.0,Infinity,33.0,39.2425345211508,0.0
277.0,Infinity,30.0,39.2425345211508,0.0
278.0,Infinity,30.0,39.2425345211508,0.0
279.0,Infinity,30.0,39.2425345211508,0.0
280.0,Infinity,30.0,39.2425345211508,0.0
281.0,Infinity,30.0,39.2425345211508,0.0
282.0,Infinity,30.0,39.2425345211508,0.0
283.0,Infinity,30.0,39.2425345211508,0.0
284.0,Infinity,30.0,39.2425345211508,0.0
285.0,Infinity,35.0,39.2425345211508,0.0
286.0,Infinity,35.0,39.2425345211508,0.0
287.0,Infinity,35.0,39.2425345211508,0.0
288.0,Infinity,35.0,39.2425345211508,0.0
289.0,Infinity,35.0,39.2425345211508,0.0
290.0,Infinity,35.0,39.2425345211508,0.0
291.0,Infinity,32.0,39.2425345211508,0.0
292.0,Infinity,32.0,39.2425345211508,0.0
293.0,Infinity,32.0,39.2425345211508,0.0
294.0,Infinity,32.0,39.2425345211508,0.0
295.0,Infinity,32.0,39.2425345211508,0.0
296.0,Infinity,32.0,39.2425345211508,0.0
297.0,Infinity,32.0,39.2425345211508,0.0
298.0,Infinity,32.0,39.2425345211508,0.0
299.0,Infinity,32.0,39.2425345211508,0.0
300.0,Infinity,32.0,39.2425345211508,0.0
301.0,Infinity,32.0,39.2425345211508,0.0
302.0,Infinity,32.0,39.2425345211508,0.0
303.0,Infinity,32.0,39.2425345211508,0.0
304.0,Infinity,32.0,39.2425345211508,0.0
305.0,Infinity,32.0,39.2425345211508,0.0
306.0,Infinity,32.0,39.2425345211508,0.0
307.0,Infinity,32.0,39.2425345211508,0.0
308.0,Infinity,31.0,39.2425345211508,0.0
309.0,Infinity,31.0,39.2425345211508,0.0
310.0,Infinity,31.0,39.2425345211508,0.0
311.0,Infinity,31.0,39.2425345211508,0.0
312.0,Infinity,31.0,39.2425345211508,0.0
313.0,Infinity,31.0,39.2425345211508,0.0
314.0,Infinity,31.0,39.2425345211508,0.0
315.0,Infinity,31.0,39.2425345211508,0.0
316.0,Infinity,31.0,39.2425345211508,0.0
317.0,Infinity,31.0,39.2425345211508,0.0
318.0,Infinity,31.0,39.2425345211508,0.0
319.0,Infinity,31.0,39.2425345211508,0.0
320.0,Infinity,31.0,39.2425345211508,0.0
321.0,Infinity,31.0,39.2425345211508,0.0
322.0,Infinity,31.0,39.2425345211508,0.0
323.0,Infinity,31.0,39.2425345211508,0.0
324.0,Infinity,31.0,39.2425345211508,0.0
325.0,Infinity,31.0,39.2425345211508,0.0
326.0,Infinity,31.0,39.2425345211508,0.0
327.0,Infinity,30.0,39.2425345211508,0.0
328.0,Infinity,30.0,39.2425345211508,0.0
329.0,Infinity,30.0,39.2425345211508,0.0
330.0,Infinity,30.0,39.2425345211508,0.0
331.0,Infinity,30.0,39.2425345211508,0.0
332.0,Infinity,28.0,39.2425345211508,0.0
333.0,Infinity,27.0,39.2425345211508,0.0
334.0,Infinity,27.0,39.2425345211508,0.0
335.0,Infinity,27.0,39.2425345211508,0.0
336.0,Infinity,27.0,39.2425345211508,0.0
337.0,Infinity,27.0,39.2425345211508,0.0
338.0,Infinity,27.0,39.2425345211508,0.0
339.0,Infinity,27.0,39.2425345211508,0.0
340.0,Infinity,26.0,39.2425345211508,0.0
341.0,Infinity,26.0,39.2425345211508,0.0
342.0,Infinity,26.0,39.2425345211508,0.0
343.0,Infinity,26.0,39.2425345211508,0.0
344.0,Infinity,28.0,39.2425345211508,0.0
345.0,Infinity,28.0,39.2425345211508,0.0
346.0,Infinity,28.0,39.2425345211508,0.0
347.0,Infinity,28.0,39.2425345211508,0.0
348.0,Infinity,32.0,39.2425345211508,0.0
349.0,Infinity,30.0,39.2425345211508,0.0
350.0,Infinity,30.0,39.2425345211508,0.0
351.0,Infinity,30.0,39.2425345211508,0.0
352.0,Infinity,30.0,39.2425345211508,0.0
353.0,Infinity,30.0,39.2425345211508,0.0
354.0,Infinity,30.0,39.2425345211508,0.0
355.0,Infinity,30.0,39.2425345211508,0.0
356.0,Infinity,30.0,39.2425345211508,0.0
357.0,Infinity,33.0,39.2425345211508,0.0
358.0,Infinity,33.0,39.2425345211508,0.0
359.0,Infinity,33.0,39.2425345211508,0.0
360.0,Infinity,30.0,39.2425345211508,0.0
361.0,Infinity,30.0,39.2425345211508,0.0
362.0,Infinity,39.0,39.2425345211508,0.0
363.0,Infinity,39.0,39.2425345211508,0.0
364.0,Infinity,39.0,39.2425345211508,0.0
365.0,Infinity,39.0,39.2425345211508,0.0
366.0,Infinity,39.0,39.2425345211508,0.0
367.0,Infinity,39.0,39.2425345211508,0.0
368.0,Infinity,39.0,39.2425345211508,0.0
369.0,Infinity,38.0,39.2425345211508,0.0
370.0,Infinity,38.0,39.2425345211508,0.0
371.0,Infinity,38.0,39.2425345211508,0.0
372.0,Infinity,38.0,39.2425345211508,0.0
373.0,Infinity,40.0,39.2425345211508,0.0
374.0,Infinity,40.0,39.2425345211508,0.0
375.0,Infinity,40.0,39.2425345211508,0.0
376.0,Infinity,40.0,39.2425345211508,0.0
377.0,Infinity,39.0,39.2425345211508,0.0
378.0,Infinity,39.0,39.2425345211508,0.0
379.0,Infinity,36.0,39.2425345211508,0.0
380.0,Infinity,36.0,39.2425345211508,0.0
381.0,Infinity,38.0,39.2425345211508,0.0
382.0,Infinity,37.0,39.2425345211508,0.0
383.0,Infinity,37.0,39.2425345211508,0.0
384.0,Infinity,37.0,39.2425345211508,0.0
385.0,Infinity,37.0,39.2425345211508,0.0
386.0,Infinity,38.0,39.2425345211508,0.0
387.0,Infinity,38.0,39.2425345211508,0.0
388.0,Infinity,38.0,39.2425345211508,0.0
389.0,Infinity,38.0,39.2425345211508,0.0
390.0,Infinity,38.0,39.2425345211508,0.0
391.0,Infinity,38.0,39.2425345211508,0.0
392.0,Infinity,38.0,39.2425345211508,0.0
393.0,Infinity,40.0,39.2425345211508,0.0
394.0,Infinity,39.0,39.2425345211508,0.0
395.0,Infinity,39.0,39.2425345211508,0.0
396.0,Infinity,39.0,39.2425345211508,0.0
397.0,Infinity,39.0,39.2425345211508,0.0
398.0,Infinity,39.0,39.2425345211508,0.0
399.0,Infinity,39.0,39.2425345211508,0.0
400.0,Infinity,39.0,39.2425345211508,0.0
401.0,Infinity,39.0,39.2425345211508,0.0
402.0,Infinity,39.0,39.2425345211508,0.0
403.0,Infinity,39.0,39.2425345211508,0.0
404.0,Infinity,39.0,39.2425345211508,0.0
405.0,Infinity,39.0,39.2425345211508,0.0
406.0,Infinity,41.0,39.2425345211508,0.0
407.0,Infinity,41.0,39.2425345211508,0.0
408.0,Infinity,41.0,39.2425345211508,0.0
409.0,Infinity,41.0,39.2425345211508,0.0
410.0,Infinity,41.0,39.2425345211508,0.0
411.0,Infinity,41.0,39.2425345211508,0.0
412.0,Infinity,41.0,39.2425345211508,0.0
413.0,Infinity,41.0,39.2425345211508,0.0
414.0,Infinity,41.0,39.2425345211508,0.0
415.0,Infinity,41.0,39.2425345211508,0.0
416.0,Infinity,41.0,39.2425345211508,0.0
417.0,Infinity,41.0,39.2425345211508,0.0
418.0,Infinity,46.0,39.2425345211508,0.0
419.0,Infinity,46.0,39.2425345211508,0.0
420.0,Infinity,46.0,39.2425345211508,0.0
421.0,Infinity,46.0,39.2425345211508,0.0
422.0,Infinity,46.0,39.2425345211508,0.0
423.0,Infinity,46.0,39.2425345211508,0.0
424.0,Infinity,46.0,39.2425345211508,0.0
425.0,Infinity,46.0,39.2425345211508,0.0
426.0,Infinity,46.0,39.2425345211508,0.0
427.0,Infinity,46.0,39.2425345211508,0.0
428.0,Infinity,46.0,39.2425345211508,0.0
429.0,Infinity,46.0,39.2425345211508,0.0
430.0,Infinity,46.0,39.2425345211508,0.0
431.0,Infinity,46.0,39.2425345211508,0.0
432.0,Infinity,51.0,39.2425345211508,0.0
433.0,Infinity,51.0,39.2425345211508,0.0
434.0,Infinity,51.0,39.2425345211508,0.0
435.0,Infinity,51.0,39.2425345211508,0.0
436.0,Infinity,53.0,39.2425345211508,0.0
437.0,Infinity,53.0,39.2425345211508,0.0
438.0,Infinity,53.0,39.2425345211508,0.0
439.0,Infinity,53.0,39.2425345211508,0.0
440.0,Infinity,53.0,39.2425345211508,0.0
441.0,Infinity,53.0,39.2425345211508,0.0
442.0,Infinity,53.0,39.2425345211508,0.0
443.0,Infinity,58.0,39.2425345211508,0.0
444.0,Infinity,58.0,39.2425345211508,0.0
445.0,Infinity,60.0,39.2425345211508,0.0
446.0,Infinity,60.0,39.2425345211508,0.0
447.0,Infinity,60.0,39.2425345211508,0.0
448.0,Infinity,60.0,39.2425345211508,0.0
449.0,Infinity,60.0,39.2425345211508,0.0
450.0,Infinity,60.0,39.2425345211508,0.0
451.0,Infinity,59.0,39.2425345211508,0.0
452.0,Infinity,59.0,39.2425345211508,0.0
453.0,Infinity,57.0,39.2425345211508,0.0
454.0,Infinity,57.0,39.2425345211508,0.0
455.0,Infinity,55.0,39.2425345211508,0.0
456.0,Infinity,55.0,39.2425345211508,0.0
457.0,Infinity,55.0,39.2425345211508,0.0
458.0,Infinity,53.0,39.2425345211508,0.0
459.0,Infinity,53.0,39.2425345211508,0.0
460.0,Infinity,53.0,39.2425345211508,0.0
461.0,Infinity,53.0,39.2425345211508,0.0
462.0,Infinity,52.0,39.2425345211508,0.0
463.0,Infinity,52.0,39.2425345211508,0.0
464.0,Infinity,52.0,39.2425345211508,0.0
465.0,Infinity,51.0,39.2425345211508,0.0
466.0,Infinity,51.0,39.2425345211508,0.0
467.0,Infinity,51.0,296.524751360011,0.0
468.0,Infinity,51.0,296.524751360011,0.0
469.0,Infinity,51.0,296.524751360011,0.0
470.0,Infinity,51.0,296.524751360011,0.0
471.0,Infinity,51.0,296.524751360011,0.0
472.0,Infinity,51.0,296.524751360011,0.0
473.0,Infinity,51.0,296.524751360011,0.0
474.0,Infinity,50.0,296.524751360011,0.0
475.0,Infinity,50.0,296.524751360011,0.0
476.0,Infinity,50.0,296.524751360011,0.0
477.0,Infinity,50.0,296.524751360011,0.0
478.0,Infinity,46.0,296.524751360011,0.0
479.0,Infinity,46.0,296.524751360011,0.0
480.0,Infinity,46.0,296.524751360011,0.0
481.0,Infinity,46.0,296.524751360011,0.0
482.0,Infinity,46.0,296.524751360011,0.0
483.0,Infinity,46.0,296.524751360011,0.0
484.0,Infinity,46.0,296.524751360011,0.0
485.0,Infinity,46.0,296.524751360011,0.0
486.0,Infinity,46.0,296.524751360011,0.0
487.0,Infinity,45.0,296.524751360011,0.0
488.0,Infinity,45.0,296.524751360011,0.0
489.0,Infinity,45.0,296.524751360011,0.0
490.0,Infinity,43.0,296.524751360011,0.0
491.0,Infinity,43.0,296.524751360011,0.0
492.0,Infinity,43.0,296.524751360011,0.0
493.0,Infinity,43.0,296.524751360011,0.0
494.0,Infinity,43.0,296.524751360011,0.0
495.0,Infinity,43.0,296.524751360011,0.0
496.0,Infinity,43.0,296.524751360011,0.0
497.0,Infinity,43.0,296.524751360011,0.0
498.0,Infinity,43.0,296.524751360011,0.0
499.0,Infinity,49.0,296.524751360011,0.0
500.0,Infinity,49.0,296.524751360011,0.0
501.0,Infinity,49.0,296.524751360011,0.0
502.0,Infinity,49.0,296.524751360011,0.0
503.0,Infinity,49.0,296.524751360011,0.0
504.0,Infinity,49.0,296.524751360011,0.0
505.0,Infinity,49.0,296.524751360011,0.0
506.0,Infinity,52.0,296.524751360011,0.0
507.0,Infinity,52.0,296.524751360011,0.0
508.0,Infinity,52.0,296.524751360011,0.0
509.0,Infinity,52.0,296.524751360011,0.0
510.0,Infinity,52.0,296.524751360011,0.0
511.0,Infinity,52.0,296.524751360011,0.0
512.0,Infinity,52.0,296.524751360011,0.0
513.0,Infinity,52.0,296.524751360011,0.0
514.0,Infinity,52.0,296.524751360011,0.0
515.0,Infinity,52.0,296.524751360011,0.0
516.0,Infinity,52.0,296.524751360011,0.0
517.0,Infinity,52.0,296.524751360011,0.0
518.0,Infinity,52.0,296.524751360011,0.0
519.0,Infinity,52.0,296.524751360011,0.0
520.0,Infinity,56.0,296.524751360011,0.0
521.0,Infinity,56.0,296.524751360011,0.0
522.0,Infinity,56.0,296.524751360011,0.0
523.0,Infinity,56.0,296.524751360011,0.0
524.0,Infinity,56.0,296.524751360011,0.0
525.0,Infinity,56.0,296.524751360011,0.0
526.0,Infinity,56.0,296.524751360011,0.0
527.0,Infinity,56.0,296.524751360011,0.0
528.0,Infinity,56.0,296.524751360011,0.0
529.0,Infinity,56.0,296.524751360011,0.0
530.0,Infinity,56.0,296.524751360011,0.0
531.0,Infinity,56.0,296.524751360011,0.0
532.0,Infinity,56.0,296.524751360011,0.0
533.0,Infinity,56.0,296.524751360011,0.0
534.0,Infinity,56.0,296.524751360011,0.0
535.0,Infinity,56.0,296.524751360011,0.0
536.0,Infinity,56.0,296.524751360011,0.0
537.0,Infinity,61.0,296.524751360011,0.0
538.0,Infinity,61.0,296.524751360011,0.0
539.0,Infinity,61.0,296.524751360011,0.0
540.0,Infinity,61.0,296.524751360011,0.0
541.0,Infinity,61.0,296.524751360011,0.0
542.0,Infinity,61.0,296.524751360011,0.0
543.0,Infinity,66.0,296.524751360011,0.0
544.0,Infinity,66.0,296.524751360011,0.0
545.0,Infinity,68.0,296.524751360011,0.0
546.0,Infinity,68.0,287.99454290265635,0.0
547.0,Infinity,68.0,287.99454290265635,0.0
548.0,Infinity,68.0,287.99454290265635,0.0
549.0,Infinity,68.0,287.99454290265635,0.0
550.0,Infinity,68.0,287.99454290265635,0.0
551.0,Infinity,68.0,287.99454290265635,0.0
552.0,Infinity,68.0,287.99454290265635,0.0
553.0,Infinity,68.0,287.99454290265635,0.0
554.0,Infinity,68.0,287.99454290265635,0.0
555.0,Infinity,68.0,287.99454290265635,0.0
556.0,Infinity,68.0,287.99454290265635,0.0
557.0,Infinity,68.0,287.99454290265635,0.0
558.0,Infinity,68.0,287.99454290265635,0.0
559.0,Infinity,68.0,287.99454290265635,0.0
560.0,Infinity,68.0,287.99454290265635,0.0
561.0,Infinity,68.0,287.99454290265635,0.0
562.0,Infinity,68.0,287.99454290265635,0.0
