"tick","Provider Population"
1.0,1
2.0,2
3.0,3
4.0,4
5.0,4
6.0,4
7.0,4
8.0,5
9.0,5
10.0,5
11.0,6
12.0,6
13.0,7
14.0,8
15.0,9
16.0,10
17.0,11
18.0,12
19.0,13
20.0,14
21.0,15
22.0,16
23.0,17
24.0,17
25.0,17
26.0,18
27.0,19
28.0,20
29.0,21
30.0,21
31.0,21
32.0,22
33.0,23
34.0,24
35.0,25
36.0,26
37.0,27
38.0,28
39.0,29
40.0,29
41.0,29
42.0,30
43.0,30
44.0,31
45.0,32
46.0,33
47.0,33
48.0,34
49.0,34
50.0,35
51.0,36
52.0,37
53.0,38
54.0,38
55.0,39
56.0,40
57.0,40
58.0,41
59.0,42
60.0,42
61.0,42
62.0,43
63.0,44
64.0,45
65.0,45
66.0,45
67.0,45
68.0,45
69.0,45
70.0,46
71.0,46
72.0,47
73.0,48
74.0,48
75.0,49
76.0,50
77.0,51
78.0,52
79.0,53
80.0,54
81.0,55
82.0,55
83.0,56
84.0,56
85.0,56
86.0,57
87.0,57
88.0,58
89.0,58
90.0,58
91.0,59
92.0,59
93.0,59
94.0,60
95.0,60
96.0,60
97.0,61
98.0,61
99.0,61
100.0,61
101.0,62
102.0,63
103.0,63
104.0,63
105.0,63
106.0,63
107.0,63
108.0,63
109.0,63
110.0,63
111.0,63
112.0,64
113.0,64
114.0,64
115.0,64
116.0,64
117.0,64
118.0,64
119.0,64
120.0,64
121.0,64
122.0,64
123.0,65
124.0,66
125.0,67
126.0,68
127.0,68
128.0,68
129.0,68
130.0,68
131.0,68
132.0,68
133.0,69
134.0,70
135.0,70
136.0,70
137.0,70
138.0,70
139.0,70
140.0,70
141.0,70
142.0,70
143.0,70
144.0,71
145.0,71
146.0,71
147.0,71
148.0,72
149.0,72
150.0,72
151.0,72
152.0,72
153.0,72
154.0,72
155.0,72
156.0,72
157.0,72
158.0,72
159.0,72
160.0,72
161.0,72
162.0,72
163.0,72
164.0,72
165.0,72
166.0,72
167.0,72
168.0,72
169.0,72
170.0,72
171.0,72
172.0,72
173.0,72
174.0,72
175.0,72
176.0,72
177.0,72
178.0,72
179.0,72
180.0,72
181.0,72
182.0,72
183.0,72
184.0,72
185.0,72
186.0,72
187.0,72
188.0,72
189.0,72
190.0,72
191.0,72
192.0,72
193.0,72
194.0,72
195.0,72
196.0,72
197.0,72
198.0,72
199.0,72
200.0,72
201.0,72
202.0,72
203.0,72
204.0,72
205.0,72
206.0,72
207.0,72
208.0,72
209.0,72
210.0,72
211.0,72
212.0,72
213.0,72
214.0,72
215.0,72
216.0,72
217.0,72
218.0,72
219.0,72
220.0,72
221.0,72
222.0,72
223.0,72
224.0,72
225.0,72
226.0,72
227.0,72
228.0,72
229.0,72
230.0,72
231.0,72
232.0,72
233.0,72
234.0,73
235.0,73
236.0,73
237.0,74
238.0,75
239.0,76
240.0,76
241.0,76
242.0,76
243.0,77
244.0,77
245.0,78
246.0,78
247.0,78
248.0,79
249.0,79
250.0,79
251.0,79
252.0,79
253.0,79
254.0,79
255.0,79
256.0,79
257.0,79
258.0,79
259.0,79
260.0,80
261.0,80
262.0,80
263.0,80
264.0,80
265.0,80
266.0,80
267.0,80
268.0,80
269.0,80
270.0,80
271.0,80
272.0,80
273.0,80
274.0,81
275.0,81
276.0,81
277.0,82
278.0,82
279.0,82
280.0,83
281.0,83
282.0,83
283.0,83
284.0,83
285.0,83
286.0,83
287.0,83
288.0,83
289.0,83
290.0,83
291.0,83
292.0,83
293.0,83
294.0,83
295.0,83
296.0,83
297.0,84
298.0,85
299.0,85
300.0,86
301.0,87
302.0,88
303.0,89
304.0,90
305.0,91
306.0,91
307.0,91
308.0,91
309.0,92
310.0,92
311.0,93
312.0,93
313.0,94
314.0,94
315.0,94
316.0,95
317.0,95
318.0,95
319.0,96
320.0,97
321.0,97
322.0,97
323.0,97
324.0,97
325.0,98
326.0,98
327.0,98
328.0,98
329.0,98
330.0,98
331.0,98
332.0,98
333.0,98
334.0,98
335.0,98
336.0,98
337.0,98
338.0,98
339.0,98
340.0,98
341.0,98
342.0,98
343.0,98
344.0,98
345.0,98
346.0,99
347.0,99
348.0,100
349.0,101
350.0,101
351.0,102
352.0,102
353.0,102
354.0,103
355.0,103
356.0,103
357.0,103
358.0,103
359.0,103
360.0,103
361.0,103
362.0,103
363.0,103
364.0,103
365.0,103
366.0,103
367.0,103
368.0,103
369.0,103
370.0,103
371.0,103
372.0,103
373.0,103
374.0,103
375.0,104
376.0,105
377.0,105
378.0,105
379.0,106
380.0,106
381.0,107
382.0,108
383.0,109
384.0,110
385.0,110
386.0,110
387.0,110
388.0,111
389.0,112
390.0,112
391.0,113
392.0,114
393.0,115
394.0,116
395.0,117
396.0,117
397.0,117
398.0,118
399.0,119
400.0,120
401.0,121
402.0,122
403.0,123
404.0,124
405.0,125
406.0,126
407.0,127
408.0,128
409.0,129
410.0,130
411.0,131
412.0,131
413.0,131
414.0,132
415.0,132
416.0,133
417.0,134
418.0,135
419.0,136
420.0,137
421.0,138
422.0,138
423.0,139
424.0,140
425.0,141
426.0,142
427.0,143
428.0,144
429.0,145
430.0,146
431.0,146
432.0,147
433.0,148
434.0,149
435.0,150
436.0,151
437.0,151
438.0,152
439.0,152
440.0,152
441.0,152
442.0,152
443.0,153
444.0,154
445.0,155
446.0,155
447.0,155
448.0,156
449.0,156
450.0,156
451.0,156
452.0,156
453.0,157
454.0,157
455.0,157
456.0,157
457.0,157
458.0,157
459.0,157
460.0,157
461.0,157
462.0,157
463.0,157
464.0,157
465.0,157
466.0,158
467.0,158
468.0,158
469.0,158
470.0,158
471.0,158
472.0,158
473.0,158
474.0,158
475.0,158
476.0,158
477.0,158
478.0,159
479.0,160
480.0,160
481.0,160
482.0,161
483.0,161
484.0,161
485.0,161
486.0,161
487.0,161
488.0,161
489.0,161
490.0,161
491.0,161
492.0,161
493.0,161
494.0,161
495.0,161
496.0,161
497.0,162
498.0,162
499.0,162
500.0,162
501.0,163
502.0,163
503.0,164
504.0,164
505.0,165
506.0,165
507.0,166
508.0,167
509.0,167
510.0,167
511.0,167
512.0,167
513.0,167
514.0,167
515.0,167
516.0,167
517.0,167
518.0,167
519.0,167
520.0,167
521.0,167
522.0,167
523.0,167
524.0,168
525.0,169
526.0,169
527.0,170
528.0,170
529.0,170
530.0,170
531.0,170
532.0,170
533.0,170
534.0,170
535.0,170
536.0,170
537.0,170
538.0,170
539.0,170
540.0,170
541.0,170
542.0,170
543.0,170
544.0,170
545.0,170
546.0,170
547.0,170
548.0,170
549.0,170
550.0,170
551.0,170
552.0,170
553.0,170
554.0,170
555.0,170
556.0,170
557.0,170
558.0,170
559.0,170
560.0,170
561.0,170
562.0,170
563.0,170
564.0,170
565.0,170
566.0,170
567.0,170
568.0,170
569.0,170
570.0,170
571.0,170
572.0,170
573.0,170
574.0,170
575.0,170
576.0,170
577.0,170
578.0,170
579.0,170
580.0,170
581.0,170
582.0,170
583.0,170
584.0,170
585.0,170
586.0,170
587.0,170
588.0,170
589.0,170
590.0,170
591.0,170
592.0,170
593.0,170
594.0,170
595.0,170
596.0,170
597.0,170
598.0,170
599.0,170
600.0,170
601.0,170
602.0,170
603.0,170
604.0,170
605.0,170
606.0,170
607.0,170
608.0,170
609.0,170
610.0,170
611.0,170
612.0,170
613.0,170
614.0,170
615.0,171
616.0,171
617.0,172
618.0,172
619.0,172
620.0,172
621.0,172
622.0,172
623.0,172
624.0,172
625.0,172
626.0,172
627.0,172
628.0,172
629.0,172
630.0,173
631.0,173
632.0,173
633.0,173
634.0,173
635.0,173
636.0,173
637.0,173
638.0,173
639.0,173
640.0,173
641.0,173
642.0,173
643.0,173
644.0,173
645.0,173
646.0,173
647.0,173
648.0,173
649.0,173
650.0,173
651.0,173
652.0,173
653.0,173
654.0,173
655.0,173
656.0,173
657.0,173
658.0,173
659.0,173
660.0,173
661.0,173
662.0,173
663.0,173
664.0,173
665.0,173
666.0,173
667.0,173
668.0,173
669.0,173
670.0,173
671.0,173
672.0,173
673.0,173
674.0,173
675.0,173
676.0,173
677.0,173
678.0,173
679.0,173
680.0,173
681.0,173
682.0,173
683.0,173
684.0,173
685.0,173
686.0,173
687.0,173
688.0,173
689.0,173
690.0,173
691.0,173
692.0,173
693.0,173
694.0,173
695.0,173
696.0,173
697.0,174
698.0,174
699.0,174
700.0,174
701.0,174
702.0,174
703.0,174
704.0,174
705.0,174
706.0,174
707.0,174
708.0,174
709.0,174
710.0,174
711.0,174
712.0,175
713.0,175
714.0,176
715.0,176
716.0,176
717.0,176
718.0,176
719.0,176
720.0,177
721.0,177
722.0,177
723.0,178
724.0,178
725.0,178
726.0,178
727.0,178
728.0,178
729.0,178
730.0,178
731.0,178
732.0,178
733.0,178
734.0,178
735.0,178
736.0,178
737.0,178
738.0,179
739.0,179
